toraj	torej
ali	ali
jęsus	jezus
je	je
k'	k
njim	njim
rękal	rekel
:	:
njim	njim
ny	ni
potręba	potreba
prózh	proč
jiti	iti
:	:
dajte	dajte
jim	jim
vy	vi
jęſti	jesti
.	.
”	”
sdaj	zdaj
ji	ji
je	je
mléka	mleka
prinéſel	prinesel
in	in
rékel	rekel
:	:
„	„
pite	pijte
no	no
,	,
draga	draga
mati	mati
!	!
per	pri
viri	veri
.	.
peti	peti
dan	dan
le	le
pa	pa
navadno	navadno
vſakimu	vsakemu
ta	ta
smeſ	zmes
takó	tako
priſtudi	pristudi
,	,
de	da
mu	mu
she	že
od	od
daljezh	daleč
ſmerdi	smrdi
,	,
ter	ter
sazhne	začne
neprenehama	neprenehoma
drusiga	drugega
shivesha	živeža
proſiti	prositi
,	,
kteriga	katerega
ſe	se
mu	mu
pa	pa
po	po
nobeni	nobeni
zeni	ceni
takó	tako
dolgo	dolgo
ne	ne
ſme	sme
dati	dati
,	,
dokler	dokler
samore	zmore
ſhe	še
kaj	kaj
od	od
te	te
jedi	jedi
in	in
pijazhe	pijače
v	v
ſé	se
ſpraviti	spraviti
.	.
sej	saj
bo	bo
tudi	tudi
kdaj	kdaj
minulo	minilo
,	,
in	in
zhaſ	čas
bo	bo
pretékel	pretekel
,	,
de	da
bom	bom
s	s
tebój	teboj
rêzhi	reči
môgla	mogla
:	:
„	„
dokonzhano	dokončano
je	je
!	!
oſem	osem
ino	in
trideſet	trideset
let	let
,	,
polnih	polnih
reve	reve
ino	in
nadloge	nadloge
,	,
je	je
bilo	bilo
plazhilo	plačilo
sa	za
nektere	nekatere
ure	ure
oſtudniga	ostudnega
gerdiga	grdega
veſelja	veselja
!	!
17.	17.
jesuſova	jezusova
perva	prva
pridiga	pridiga
v'	v
nazaretu	nazaretu
.	.
zhasno	časno
,	,
inu	in
vezhno	večno
srezho	srečo
.	.
on	on
be	bi
mogl	moral
ſraven	zraven
dijanja	dejanja
te	te
vire	vere
,	,
upanja	upanja
,	,
inu	in
lubeſne	ljubezni
tudi	tudi
popolnema	popolno
grevengo	grevingo
zhes	čez
uſſe	vse
svoje	svoje
grehe	grehe
obuditi	obuditi
,	,
inu	in
s.	s.
kerst	krst
ſhelleti	želeti
.	.
m.	m.
p.	p.
nęshka	nežka
.	.
22.	22.
katęri	kateri
je	je
pak	pa
v'	v
tèrnje	trnje
ſèján	sejan
,	,
tá	ta
je	je
taiſti	taisti
,	,
katęri	kateri
beſsędo	besedo
ſliſhi	sliši
,	,
ali	ali
ſkèrb	skrb
zhe	če
pa	pa
hozheſh	hočeš
zherve	črve
srediti	zrediti
,	,
moraſh	moraš
sanje	zanje
dobro	dobro
paſho	pašo
in	in
dovolj	dovolj
imeti	imeti
,	,
kakor	kakor
sa	za
konja	konja
ali	ali
sa	za
kravo	kravo
,	,
zhe	če
ju	ju
hozheſh	hočeš
srediti	zrediti
.	.
uh	uh
!	!
matizh.	matič.
v	v
tvôjiga	tvojega
ſina	sina
in	in
tvôjiga	tvojega
duhá	duha
,	,
v	v
ſposnanju	spoznanju
têbe	tebe
in	in
v	v
ſvéti	sveti
ljubésni	ljubezni
sredili	zredili
,	,
in	in
ga	ga
kakor	kakor
drago	drago
,	,
meni	meni
isrozhêno	izročeno
blago	blago
pred	pred
hudim	hudim
varovati	varovati
,	,
de	da
ti	ti
ga	ga
tiſti	tisti
dan	dan
zhiſtga	čistega
in	in
neomadeshvaniga	neomadeževanega
od	od
gréhov	grehov
in	in
hudobij	hudobij
nasaj	nazaj
dam	dam
,	,
in	in
v	v
ſvôji	svoji
ſôdbi	sodbi
pred	pred
teboj	teboj
obſtáti	obstati
morem	morem
.	.
nekar	nikar
napreverni	ne_prevrni
na	na
hudo	hudo
ſaſtopnoſt	zastopnost
lete	le-te
beſſede	besede
vezhne	večne
resnize	resnice
,	,
ampak	ampak
gledej	glej
dalej	dalje
noter	noter
v'	v
taifteh	taistih
skrivnuſte	skrivnosti
;	;
ſakaj	zakaj
ti	ti
moresh	moraš
tvojo	tvojo
dusho	dušo
,	,
eno	eno
tako	tako
ſhlahtno	žlahtno
!	!
sedem	sedem
,	,
ter	ter
so	so
leti	le-ti
:	:
i.	i.
s.	s.
kerst	krst
.	.
matizh.	matič.
aku	ako
ti	ti
vèndèr	vendar
leto	le-to
tvojö	tvojo
lïezho	srečo
ſposnaſh	spoznaš
.	.
poſtava	postava
.	.
votlína	votlina
ljubo	ljubo
ſogréta	segreta
.	.
od	od
shtrafenge	štrafinge
ne	ne
,	,
ampak	ampak
taista	taista
zhaka	čaka
v'	v
vizah	vicah
na	na
njega	njega
,	,
zhe	če
se	se
na	na
temu	tem
svejtu	svetu
skus	skozi
odpusteke	odpustke
,	,
ss.	ss.
nad	nad
uro	uro
,	,
v	v
ſredi	sredi
ktere	katere
je	je
zeſarſki	cesarski
orel	orel
(	(
odlar	odlar
)	)
dva	dva
svonza	zvonca
viſita	visita
,	,
na	na
ktere	katera
dva	dva
,	,
pet	pet
zhevljev	čevljev
velika	velika
teſarja	tesarja
ali	ali
zimpermana	cimpermana
v	v
regimentni	regimentni
obleki	obleki
is	iz
koſitarja	kositra
isresana	izrezana
s	s
ſvojimi	svojimi
ſekerami	sekirami
bijeta	bijeta
.	.
shé	že
od	od
daljezh	daleč
je	je
vſe	vsa
grajſke	grajska
ókna	okna
rasſvitljêne	razsvetljena
vidil	videl
.	.
verjemite	verjemite
mi	mi
,	,
le	le
k	k
vaſhimu	vašemu
laſtnimu	lastnemu
pridu	pridu
in	in
dobizhku	dobičku
vam	vam
ſvetujejo	svetujejo
,	,
to	to
ſtoriti	storiti
.	.
v'	v
ta	ta
tempelj	tempelj
ſo	so
ſe	se
israelzi	izraelci
ſ-hajali	shajali
,	,
zhaſtit	častit
ozhitno	očitno
ediniga	edinega
boga	boga
.	.
obeniga	nobenega
drugiga	drugega
.	.
simon	simon
!	!
nezhemerna	nečimrna
bojezhnoſt	boječnost
teh	teh
ludy	ljudi
je	je
enu	eno
praſnu	prazno
strashenje	strašenje
.	.
tu	to
pravi	pravi
ta	ta
goſpud	gospod
:	:
preobernite	preobrnite
ſe	se
k'	k
meni	meni
is	iz
zelga	celega
ſvojga	svojega
ſerza	srca
,	,
s'	s
poſtam	postom
,	,
s'	z
jokanjam	jokanjem
,	,
inu	in
s'	s
klaguvnjam	klagovanjem
,	,
inu	in
reſtergejte	raztrgajte
ſvoje	svoja
ſerza	srca
,	,
inu	in
hlapzi	hlapci
ſo	so
pak	pa
djali	dejali
k'	k
njemu	njemu
:	:
hózheſh	hočeš
tèdaj	tedaj
,	,
de	da
my	mi
gremo	gremo
,	,
inu	in
jó	jo
vkup	vkup
poberémo	poberemo
.	.
nove	nove
bukve	bukve
.	.
saverſhki	završki
goſpód	gospod
k'	k
piſarni	pisalni
misi	mizi
ſtopijo	stopijo
,	,
ino	in
s	s
kratkim	kratkim
piſanjam	pisanjem
poterdijo	potrdijo
,	,
de	da
ſo	so
liſt	list
gotovo	gotovo
prijeli	prejeli
.	.
treſhilo	treščilo
je	je
namrezh	namreč
v	v
váſ	vas
,	,
ki	ki
36	36
hiſhnih	hišnih
numar	numer
ſhteje	šteje
,	,
in	in
ker	ker
ſo	so
hiſhe	hiše
in	in
poſlôpja	poslopja
ſilno	silno
na	na
goſto	gosto
sidane	zidane
,	,
ni	ni
bilo	bilo
mozh	moč
ognju	ognju
koſ	kos
biti	biti
;	;
v	v
kratkim	kratkem
je	je
bilo	bilo
18	18
hiſh	hiš
s	s
poſlopji	poslopji
v	v
pepél	pepel
djanih	dejanih
.	.
oh	oh
,	,
ko'	ko
bi	bi
ti	ti
ſhe	še
shivéla	živela
!	!
vſi	vsi
grejo	gredo
drugi	drugi
sa	za
drugim	drugim
v'	v
jiſpo	izbo
.	.
—	—
mi	mi
miſlimo	mislimo
,	,
de	da
je	je
naſha	naša
dolshnoſt	dolžnost
,	,
˛slovenzam	slovencem
to	to
poſebno	posebno
poſlavljenje	poslavljenje
goſpoda	gospoda
kopitarja	kopitarja
na	na
snanje	znanje
dati	dati
;	;
sakaj	zakaj
zhigavo	čigavo
ſerze	srce
ne	ne
bije	bije
hitrejſhi	hitreje
v	v
perſih	prsih
,	,
kadar	kadar
ſliſhi	sliši
ime	ime
tega	tega
uzheniga	učenega
rojaka	rojaka
,	,
ki	ki
ima	ima
sa	za
ſlovenski	slovenski
jesik	jezik
tako	tako
velike	velike
saſluge	zasluge
!	!
sgolj	zgolj
peſhénka	peščenka
le	le
v	v
mokrotnih	mokrotnih
krajih	krajih
,	,
na	na
ravnim	ravnem
in	in
po	po
dolinah	dolinah
nékaj	nekaj
velja	velja
;	;
ménj	manj
vredna	vredna
je	je
v	v
ſuhotnih	suhotnih
krajih	krajih
,	,
in	in
po	po
bregih	bregovih
;	;
bolj	bolj
rodí	rodi
po	po
oſojnih	osojnih
,	,
ko	kot
po	po
ſolzhnih	sončnih
breshinah	brežinah
,	,
bolj	bolj
tudi	tudi
poleg	poleg
gojsdov	gozdov
,	,
in	in
velizih	velikih
vodá	voda
;	;
vezh	več
pernêſe	prinese
v	v
môkrih	mokrih
,	,
ko	kot
v	v
ſuſhnih	sušnih
létih	letih
.	.
ansh	anže
.	.
ozhy	oči
poſtavil	postavil
,	,
de	da
ſe	se
ne	ne
móremo	moremo
sadoſti	zadosti
zhes	čez
nję	nje
savsęti	zavzeti
,	,
ali	ali
naſhe	naše
veſsele	veselje
na	na
snanje	znanje
dati	dati
,	,
slaſti	zlasti
kęr	ker
premiſlimo	premislimo
,	,
de	da
je	je
on	on
vſe	vse
zhlovęku	človeku
k'	k
dobrimu	dobremu
ſturil	storil
.	.
vidili	videli
bote	boste
,	,
de	da
s	s
ſolijo	soljo
potroſèno	potreseno
ſeno	seno
,	,
zhe	če
lih	glih
ni	ni
gotóvo	gotovo
ſuho	suho
,	,
ſe	se
ne	ne
ugreje	ugreje
in	in
ne	ne
pokasi	pokazi
,	,
vaſha	vaša
shivina	živina
bo	bo
,	,
ko	ko
ga	ga
bo	bo
rada	rada
jedla	jedla
,	,
na	na
rèji	reji
gor	gor
jemala	jemala
,	,
in	in
bo	bo
pred	pred
bolesinjo	boleznijo
obvarvana	obvarovana
,	,
in	in
tako	tako
bote	boste
to	to
,	,
kar	kar
bote	boste
sa	za
ſól	sol
dali	dali
,	,
dobro	dobro
poverneno	povrnjeno
dobili	dobili
.	.
deſh	deš
?	?
kral.	kral.
kmetijſke	kmetijske
drushbe	družbe
v	v
ljubljani	ljubljani
.	.
ja	ja
!	!
ti	ti
nabosh	ne_boš
bral	bral
,	,
de	da
be	bi
bla	bila
kedej	kdaj
enega	enega
hudu	hudo
oſmirjalla	ozmerjala
,	,
ja	ja
ne	ne
enkrat	enkrat
taiſte	taiste
,	,
katiri	kateri
so	so
mojega	mojega
synu	sina
is	z
uriskam	vriskom
napajali	napajali
,	,
inu	in
na	na
krish	križ
obeseli	obesili
.	.
vedil	vedel
je	je
,	,
de	da
je	je
she	že
toliko	toliko
zhaſa	časa
bolan	bolan
,	,
ino	in
mu	mu
prijasno	prijazno
rezhe	reče
:	:
„	„
sdrav	zdrav
bi	bi
bil	bil
rad	rad
,	,
jeli	jeli
?	?
jes	jaz
ſtran	zastran
mene	mene
bi	bi
vſazimu	vsakemu
sdravimu	zdravemu
moshu	možu
,	,
ki	ki
ima	ima
mozhne	močne
perſi	prsi
,	,
tobák	tobak
piti	piti
pripuſtil	pripustil
,	,
pa	pa
tudi	tudi
zhaſa	časa
bi	bi
ſkerbno	skrbno
ne	ne
prerajtoval	prerajtoval
,	,
kteriga	katerega
s	s
pitjem	pitjem
tobaka	tobaka
sgubljaj	izgubljaj
—	—
sakaj	zakaj
,	,
nekaj	nekaj
mora	mora
vender	vendar
veſelja	veselja
iméti	imeti
,	,
zhe	če
drusiga	drugega
ne	ne
.	.
glih	glih
koker	kakor
vſsaka	vsaka
rezh	reč
ſvoj	svoj
zajt	cajt
jima	ima
,	,
taku	tako
,	,
kateri	kateri
ozhe	hoče
ſvoj	svoj
shvot	život
per	pri
sravji	zdravju
ohraniti	ohraniti
,	,
more	mora
tega	tega
v'	v
enim	enem
zaitu	cajtu
bol	bolj
,	,
koker	kakor
drugim	drugem
varvati	varovati
;	;
kar	kar
je	je
po_lętu	poleti
nuznu	nucno
,	,
to	to
po_simi	pozimi
skodije	škoduje
;	;
v'	v
tem	tem
meſzi	mesecu
ſe	se
more	mora
zhlovek	človek
gorku	gorko
dershati	držati
,	,
gorke	gorke
ſpishe	špiže
,	,
inu	in
pijazhe	pijače
imęti	imeti
,	,
inu	in
tudi	tudi
po	po
jedi	jedi
,	,
katęri	kateri
more	more
,	,
en	en
trunk	trunk
vina	vina
v'_sęti	vzeti
,	,
zhe	če
ni	ni
ſila	sila
,	,
toku	tako
v'	v
tem	tem
meſzu	mesecu
neſme	ne_sme
kopat	kopati
,	,
inu	in
shilo	žilo
puſhat	puščati
.	.
kaj	kaj
je	je
nam	nam
ſpózhniti	spočniti
per	pri
tej	tej
takó	tako
vbogi	ubogi
,	,
tako	tako
smaukljivi	zmaukljivi
ſlovenſhini	slovenščini
,	,
ki	ki
tako	tako
po	po
làſkih	laških
jesikih	jezikih
diſhi	diši
?	?
9.	9.
inu	in
krajl	kralj
je	je
shaloſtèn	žalosten
poſtal	postal
:	:
savólo	zavoljo
pèrſęge	prisege
pak	pa
,	,
inu	in
tęh	teh
,	,
katęri	kateri
ſo	so
sravèn	zraven
pèr	pri
miſi	mizi
bily	bili
,	,
je	je
vkasal	ukazal
dati	dati
.	.
kader	kadar
jih	jih
na	na
miso	mizo
daſh	daš
,	,
potręſi	potresi
s'	s
zukram	cukrom
.	.
o	o
moshję	možje
!	!
tukaj	tukaj
ſe	se
tvoje	tvoje
ponozhne	ponočne
nagnuſsobe	nagnusnosti
,	,
katęre	katere
ſo	so
kumaj	komaj
tàmmę	teme
ino	in
nizh	nič
drusiga	drugega
,	,
kakor	kakor
préd	pred
vſe	vse
bogabojezhe	bogaboječe
duſhe	duše
na	na
semlji	zemlji
,	,
niſta	nista
sheléla	želela
,	,
kakor	kakor
ſhe	še
doshiveti	doživeti
rojſtvo	rojstvo
obljubljeniga	obljubljenega
kralja	kralja
.	.
”	”
„	„
povej	povej
mi	mi
le	le
,	,
rezhe	reče
kraljevizh	kraljevič
,	,
alj	ali
je	je
v'	v
tim	tem
gaji	gaju
kaj	kaj
ptizhjih	ptičjih
gnesdiz	gnezdec
?	?
xii	xii
.	.
dolgo	dolgo
naſ	nas
je	je
she	že
goſpoſka	gosposka
k	k
temu	temu
nadlegvala	nadlegovala
,	,
sdaj	zdaj
pa	pa
,	,
ko	ko
vidi	vidi
,	,
de	da
nam	nam
vſe	vse
to	to
v	v
glavo	glavo
ne	ne
gré	gre
,	,
ſi	si
je	je
njih	njih
beſednika	besednika
isbrala	izbrala
,	,
tóde	toda
dokler	dokler
bo	bo
ſtari	stari
lukez	lukec
dihal	dihal
,	,
ſe	se
to	to
nikdar	nikdar
sgodilo	zgodilo
ne	ne
bo	bo
.	.
ponovi	ponovi
na	na
eno	eno
visho	vižo
ta	ta
zhudesh	čudež
,	,
katęriga	katerega
ſi	si
v'	v
kani	kani
galilæi	galileji
ſturil	storil
,	,
preberni	preobrni
v'	v
ſladkoſt	sladkost
,	,
inu	in
v'	v
veſsele	veselje
tę	teh
teshave	težave
,	,
bres	brez
katęrih	katerih
ne	ne
more	more
sakon	zakon
biti	biti
.	.
katęre	katere
mi	mi
je	je
vrinila	vrinila
—	—
ona	ona
je	je
vędila	vedela
,	,
de	da
ſo	so
per	pri
meni	meni
dobro	dobro
naloshéni	naloženi
.	.
tvojega	tvojega
bliſhnega	bližnjega
pomankanje	pomanjkanje
nareſglasuj	ne_razglašaj
skus	skozi
tvoj	tvoj
jeſek	jezik
,	,
ampak	ampak
movzhè	molči
,	,
ali	ali
ſgovarjej	ugovarjaj
,	,
kader	kadar
se	se
drugi	drugi
zhes	čez
tuiſti	taisto
hudu	hudo
obreſujejo	obregajo
.	.
kdu	kdo
?	?
sadoſti	zadosti
,	,
de	da
jeſt	jaz
nezhem	nočem
.	.
8	8
)	)
gregata	grega
goſtiſha	gostiša
is	iz
zherniga	črnega
verha	vrha
,	,
ino	in
9	9
)	)
gregata	grega
hladnika	hladnika
is	iz
loma	loma
.	.
nihzher	nihče
ga	ga
ni	ni
vezh	več
ſposnal	spoznal
,	,
toljko	toliko
je	je
bil	bil
s-hudel	shudel
.	.
evangelium	evangelium
s.	s.
mathevsha	matevža
na	na
18.	18.
poſtavi	postavi
.	.
5.	5.
sakrite	zakrite
grabne	grabne
delati	delati
ſizer	sicer
vezh	več
persadene	prizadene
,	,
kakor	kakor
delo	delo
odkritih	odkritih
,	,
pa	pa
v	v
dveh	dveh
letih	letih
ſe	se
bo	bo
persadevanje	prizadevanje
obilno	obilno
povernilo	povrnilo
.	.
ti	ti
navęsh	ne_veš
kje	kje
,	,
kedaj	kdaj
,	,
ali	ali
koku	kako
bosh	boš
umerl	umrl
,	,
inu	in
ſakaj	zakaj
ſhivish	živiš
ti	ti
toku	tako
vendan	v_en_dan
kje	tja
,	,
koker	kakor
de	da
be	bi
ti	ti
imel	imel
navem	ne_vem
koku	kako
kdu	kdo
?	?
“	“
˛salomon	salomon
ni	ni
proſil	prosil
ne	ne
bogaſtva	bogastva
,	,
ne	ne
zhaſti	časti
,	,
ampak	ampak
modroſti	modrosti
ino	in
imenitnoſti	imenitnosti
,	,
to	to
je	je
,	,
praviga	pravega
ſposnanja	spoznanja
ſvojih	svojih
dolshnoſt	dolžnosti
,	,
de	da
bi	bi
prav	prav
vládal	vladal
ſvoje	svoje
ljudſtvo	ljudstvo
,	,
ga	ga
sveſtiga	zvestega
ohranil	ohranil
bogú	bogu
,	,
in	in
oſrézhil	osrečil
.	.
23	23
,	,
42.	42.
)	)
leta	le-ta
je	je
njegova	njegova
proſhnja	prošnja
.	.
kdo	kdo
bi	bi
snal	znal
rezhi	reči
:	:
jes	jaz
nimam	nimam
kaj	kaj
sa	za
rasdelovati	razdelovati
in	in
popravljati	popravljati
;	;
vſak	vsak
koſhzhek	košček
moje	moje
semlje	zemlje
ſim	sem
she	že
prav	prav
lepo	lepo
obdelal	obdelal
,	,
in	in
pogleſhtal	pogleštal
?	?
odberi	odberi
ſrove	surove
viſhne	višnje
od	od
koſhíz	kožic
,	,
ſtolzi	stolci
v'	v
rozhni	ročni
ſtôpi	stopi
,	,
sraven	zraven
v'_męſ	vmes
tolzi	tolci
tudi	tudi
tri	tri
zęle	cele
nagelshbize	nageljnove_žbice
,	,
inu	in
enmalo	en_malo
ſladke	sladke
ſkorie	skorje
.	.
—	—
jeſt	jaz
bi	bi
ſkorej	skoraj
lùſht	luštom
imel	imel
,	,
vſe	vse
try	tri
prov	prav
dobru	dobro
skopat	skopati
—	—
kaj	kaj
neki	neki
anshé	anže
dęla	dela
,	,
de	da
toku	tako
dolgu	dolgo
ne	ne
pride	pride
,	,
—	—
ſej	sej
boſh	boš
dobra	dobra
s'	z
njim	njim
,	,
kader	kadar
pride	pride
?	?
˛sheſtkrat	šestkrat
ſto	sto
jesar	jezer
mosh	mož
jih	jih
je	je
bilo	bilo
bres	brez
shen	žen
in	in
otrók	otrok
.	.
kaſnejſhi	kasneje
ſo	so
rimzi	rimci
s	z
vojſkami	vojskami
pod	pod
ſvojo	svojo
oblaſt	oblast
ſpravili	spravili
ſhe	še
vſe	vse
deshele	dežele
do	do
dunaja	dunaja
,	,
in	in
vſe	vse
,	,
kar	kar
ſe	se
v	v
ſadajnim	sedanjem
zhaſu	času
vogerſke	ogrske
ali	ali
madsharſke	madžarske
deshele	dežele
imenujejo	imenujejo
.	.
nęshka	nežka
.	.
zhe	če
je	je
pa	pa
vranzhni	vranični
priſad	prisad
shivíno	živino
she	že
popadel	popadel
,	,
kaj	kaj
ſe	se
mora	mora
sdaj	zdaj
ſtoriti	storiti
?	?
nebó	nebo
ſe	se
je	je
med	med
rezh	reci
itdr.	itdr.
poglęj	poglej
kaku	kako
ſo	so
ga	ga
druge	druge
v'	v
ojſtroſti	ostrosti
eniga	enega
ſpokorjeniga	spokorjenega
shivlenja	življenja
,	,
ali	ali
tudi	tudi
per	pri
eni	eni
pametni	pametni
maſsi	masi
eniga	enega
kerſhanſkiga	krščanskega
sadershanja	zadržanja
tavshentkrat	tavžentkrat
bol	bolj
previdile	previdile
,	,
inu	in
ſo	so
sda	zdaj
en	en
lęjp	lep
,	,
en	en
ſvital	svetel
en	en
nebęſhki	nebeški
shivot	život
nasaj	nazaj
dobile	dobile
.	.
ilovna	ilovna
pije	pije
veliko	veliko
mokrote	mokrote
,	,
jo	jo
dalje	dlje
dershi	drži
;	;
satorej	zatorej
ſe	se
ſad	sad
na	na
nji	njej
ſúſhi	suše
bolj	bolj
brani	brani
;	;
ne	ne
tako	tako
na	na
peſhénki	peščenki
.	.
ta	ta
bolesen	bolezen
napade	napade
vezhi	večji
del	del
raji	raje
debele	debele
,	,
kakór	kakor
kumerne	kumerna
praſeta	praseta
,	,
raji	raje
poshreſhne	požrešne
,	,
kakor	kakor
nejeſhne	neješčne
,	,
vzhaſi	včasi
vſi	vsi
na_enkrat	naenkrat
sbole	zbole
,	,
vzhaſi	včasi
do	do
maliga	malega
vſi	vsi
poginejo	poginejo
,	,
vzhaſi	včasi
le	le
nekteri	nekateri
,	,
takó	tako
,	,
de	da
je	je
sa	za
kmeta	kmeta
per	pri
ti	tej
zeni	ceni
drujih	drugih
perdelkov	pridelkov
sadoſti	zadosti
velika	velika
nadloga	nadloga
.	.
kako	kako
veſelo	veselo
po	po
vejzah	vejicah
ſkaklá	skaklja
!	!
ko	ko
hozhe	hoče
jesuſ	jezus
v'	v
réko	reko
ſtopiti	stopiti
,	,
mu	mu
janes	janez
is	iz
zhaſtí	časti
,	,
ki	ki
jo	jo
ima	ima
do	do
njega	njega
,	,
brani	brani
rekozh	rekoč
:	:
„	„
jas	jaz
potrebujem	potrebujem
tvojiga	tvojega
kerſta	krsta
,	,
pa	pa
tí	ti
k'	k
meni	meni
hodiſh	hodiš
?	?
v'	v
tem	tem
meſzi	mesecu
ſe	se
oręhi	orehi
saſajajo	zasajajo
,	,
bajerje	bajerje
s'ribit	izribiti
,	,
sadje	sadje
ſuſhiti	sušiti
,	,
ſvęzhe	sveče
sa	za
simo	zimo
delati	delati
,	,
tahte	tahte
v'	v
juſihi	jusihi
smozhi	zmoči
,	,
poſuſhi	posuši
,	,
inu	in
potem	potem
pomakei	pomakaj
,	,
lepſhi	lepše
gorijo	gorijo
.	.
der	der
ſe	se
dva	dva
puſtita	pustita
porozhiti	poročiti
bres	brez
mejn	manj
koker	kakor
dveh	dveh
prizh	prič
.	.
ako_ravno	akoravno
bi	bi
ſi	si
miſlil	mislil
,	,
de	da
je	je
vſe	vse
popolnoma	popolnoma
narejeno	narejeno
,	,
pa	pa
je	je
vender	vendar
per	pri
gruntih	gruntih
ſhe	še
smerej	zmeraj
kaj	kaj
sa	za
poboljſhati	poboljšati
;	;
le	le
dobro	dobro
poiſhi	poišči
,	,
in	in
preglej	preglej
;	;
doſti	dosti
boſh	boš
sa	za
popravljati	popravljati
najſhil	našel
.	.
—	—
kar	kar
njim	njim
dopade	dopade
,	,
ſe	se
tudi	tudi
ſpodobi	spodobi
.	.
na	na
trobljenje	trobljenje
roga	roga
ſo	so
vitesi	vitezi
in	in
grofovi	grofovi
ſlushábniki	služabniki
s	z
vſih	vseh
ſtrani	strani
na	na
konjih	konjih
in	in
peſh	peš
v_kup	vkup
hiteli	hiteli
.	.
satiſnite	zatisnite
uſheſa	ušesa
,	,
zhiſto	čisto
krajnſhniki	kranjčniki
;	;
kaj	kaj
bote	boste
rekli	rekli
?	?
13.	13.
on	on
pak	pa
je	je
odgovóril	odgovoril
,	,
inu	in
je	je
djal	dejal
:	:
vſaku	vsako
saſajenje	zasajenje
,	,
katęru	katero
ny	ni
mój	moj
nebęſhki	nebeški
ozha	oča
saſadil	zasadil
,	,
bó	bo
s'	s
kórenam	korenom
isruvanu	izruvano
.	.
oh	oh
,	,
ſtraſhna	strašna
neſrézha	nesreča
!	!
”	”
pa	pa
sopet	zopet
je	je
ſerzé	srce
k	k
bogú	bogu
povsdignila	povzdignila
rekozh	rekoč
:	:
„	„
o	o
kako	kako
dôbro	dobro
je	je
vunder	vendar
,	,
zhe	če
kdo	kdo
têbe	tebe
ſposná	spozna
,	,
ljubi	ljubi
bôg	bog
!	!
inu	in
on	on
je	je
rekuv	rekel
k'	k
nym	njim
:	:
pejte	pojdite
po	po
zelimu	celem
ſvejtu	svetu
,	,
inu	in
pridigujte	pridigujte
evangelium	evangelium
uſſi	vsej
ſtvary	stvari
.	.
(	(
kje	tja
v'	v
en	en
dan	dan
.	.
”	”
tomash	tomaž
ſe	se
jesuſu	jezusu
k'	k
nogam	nogam
ſzhéne	počene
,	,
ino	in
rezhe	reče
:	:
„	„
moj	moj
goſpod	gospod
ino	in
moj	moj
bog	bog
!	!
pogled	pogled
v	v
pretezhene	pretečene
zhaſe	čase
.	.
o	o
˛salomon	salomon
je	je
bogu	bogu
v'	v
jerusalemu	jeruzalemu
tudi	tudi
sídal	zidal
tiſti	tisti
véliki	veliki
ino	in
lepi	lepi
tempelj	tempelj
,	,
ki	ki
ſo	so
mu	mu
ga	ga
bili	bili
she	že
ranjki	rajnki
ozhe	oče
ſtaviti	staviti
ukasali	ukazali
,	,
ino	in
mu	mu
sa-nj	zanj
nabráli	nabrali
veliko	veliko
slata	zlata
ino	in
ſrebra	srebra
.	.
4.	4.
pred	pred
simo	zimo
jo	jo
globoko	globoko
preoravaj	preoravaj
.	.
védno	vedno
me	me
imá	ima
tvôjiga	tvojega
uka	uka
opominjati	opominjati
.	.
to	to
nenadjana	nenadejana
miloſt	milost
mu	mu
je	je
ſerze	srce
prebôdla	prebodla
.	.
od	od
letę	le-te
poſęden	poseden
pèrtezhe	priteče
judas	juda
,	,
inu	in
ſi	si
svóli	izvoli
en	en
kraj	kraj
tę	te
molitve	molitve
sa	za
ſvoje	svoje
isdajanje	izdajanje
.	.
„	„
30	30
„	„
je	je
bil	bil
pervizh	prvič
mir	mir
v	v
parisu	parizu
s	s
franzosam	francozom
ſtorjen	storjen
.	.
l	l
—	—
z.	c.
goſpá	gospa
.	.
nesnan	neznan
krik	krik
je	je
po	po
vſim	vsem
egiptu	egiptu
.	.
tam	tam
bó	bo
jokanje	jokanje
inu	in
ſhkripanje	škripanje
tih	teh
sób	zob
.	.
„	„
ljubi	ljubi
moji	moji
kmetji	kmetje
!	!
sa_to	zato
ſim	sem
jo	jo
prehitel	prehitel
in	in
jo	jo
po	po
krivim	krivem
satóshil	zatožil
.	.
8.	8.
ona	ona
pak	pa
,	,
kęr	ker
je	je
bila	bila
popręd	popred
od	od
ſvoje	svoje
matere	matere
podvuzhena	podučena
,	,
je	je
djala	dejala
,	,
daj	daj
meni	meni
tukaj	tukaj
v'	v
eni	eni
ſklędi	skledi
glavo	glavo
joannesa	janeza
kàrſtnika	krstnika
.	.
baron	baron
.	.
vama	vama
ſe	se
imám	imam
sa	za
bogam	bogom
naj_pred	najprej
sahvaliti	zahvaliti
,	,
de	da
s	s
ſvôjim	svojim
otrokam	otrokom
ſhe	še
shivím	živim
.	.
kakôr	kakor
mati	mati
,	,
hzhy	hči
,	,
inu	in
nevęſta	nevesta
,	,
shaluje	žaluje
,	,
ſe	se
mojſtri	mojstri
,	,
inu	in
ſe	se
gori	gor
óffra	ofra
.	.
solnze	sonce
je	je
shé	že
ſlabeje	slabše
ſijalo	sijalo
,	,
in	in
dan	dan
na	na
dan	dan
posneje	pozneje
is-hajalo	vzhajalo
in	in
poprej	poprej
sahajalo	zahajalo
.	.
