AN	An
.	.

Ort	Ort
.	.

Wirdt	wird
ſonderlich	sonderlich
auff	auf
den	den
Bergen	Bergen
zwiſchen	zwischen
den	den
rohten	roten
Thannen	Tannen-
vnnd	und
Lerchenbaumen	Lärchenbäumen
gefunden	gefunden
/	/
vñ	und
auch	auch
etwan	etwa
von	von
dannen	dannen
in	in
die	die
Gaͤrten	Gärten
verſetzt	versetzt
.	.

Zeit	Zeit
.	.

Geſchlecht	Geschlecht

Qualitet	Qualität
.	.

Seine	seine
Rinden	Rinden
haben	haben
die	die
Art	Art
/	/
daſz	dass
ſie	sie
truͤcknen	trocknen
/	/

das	das
Oel	Öl
aber	aber
erwaͤrmbt	erwärmt
/	/
erweycht	erweicht
/	/
vertheilt	verteilt
vnd	und
reiniget	reinigt
.	.

Innerliche	innerliche
Krafft	Kraft
.	.

Das	das
Puluer	Pulver
von	von
ſeinen	seinen
Zweyglin	Zweiglein
mit	mit
rohtem	rotem
Wein	Wein
oder	oder
geſtaͤltem	gestähltem
Waſſer	Wasser
eines	eines
Quintlins	Quintleins
ſchwehr	schwer
getruncken	getrunken
/	/
ſtillet	stillt
alle	alle
Bauchfluͤſſe	Bauchflüsse
/	/
zuſampt	samt
der	der
rohten	roten
Ruhr	Ruhr
/	/

Das	das
Oele	Öl
oder	oder
der	der
herauſzflieſſende	herausfließende
Balſam	Balsam
eines	eines
Loths	Lots
ſchwehr	schwer
eyngenommen	eingenommen
/	/
befreyhet	befreit
den	den
Menſchen	Menschen
von	von
vielen	vielen
Kranckheiten	Krankheiten
/	/

Sein	sein
Schatten	Schatten
iſt	ist
eben	eben
ein	ein
ſo	so
groſſes	großes
Gifft	Gift
/	/
als	als
auch	auch
der	der
Schatten	Schatten
der	der
Nuͤſzbaͤume	Nussbäume
:	:

mit	mit
dem	dem
entbloͤſten	entblößten
Hindern	Hintern
auff	auf
ein	einem
neuwem	neuen
Brett	Brett
oder	oder
Tafel	Tafel
von	von
weiſz	weißem
Thannenholtz	Tannenholz
geſeſſen	gesessen
/	/
vertreibt	vertreibt
dẽ	den
Teneſmum	Tenesmus
oder	oder
Affterzwang	Afterzwang
/	/
vnd	und
haͤlt	hält
den	den
herauſzweichenten	herausweichenden
Affterdarm	Afterdarm
zuruͤck	zurück
.	.

Iſt	ist
ein	ein
leicht	leichtes
Holtz	Holz
/	/
ſo	so
nicht	nicht
bald	bald
verfault	verfault
/	/
noch	noch
auch	auch
von	von
den	den
Wuͤrmen	Würmern
oder	oder
Schaben	Schaben
durchfreſſen	durchfressen
wird	wird
/	/
vnd	und
dienet	dient
derowegen	deswegen
ſonderlich	sonderlich
zu	zu
den	den
Schiffen	Schiffen
.	.

Sein	sein
Safft	Saft
oder	oder
Oele	Öl
widerbringt	wiederbringt
den	den
offenen	offenen
Schaͤden	Schäden
das	das
verlohrne	verlorene
Fleiſch	Fleisch
/	/
macht	macht
dieſelbige	dieselbige
reyn	rein
/	/
vertheilet	verteilt
vnd	und
heylet	heilt
endtlich	endlich
auch	auch
zuſammen	zusammen
.	.

woferr	wofern
die	die
dura	dura
mater	mater
noch	noch
nicht	nicht
iſt	ist
entdeckt	entdeckt
/	/
ſtillet	stillt
die	die
Schmertzen	Schmerzen
deſz	des
Podagrams	Podagras
/	/
Huͤfft	Hüft-
vnd	und
Gleychenwehe	Gleichenweh
/	/
vnd	und
vertreibt	vertreibt
die	die
vngeſtallte	ungestalte
Maſen	Masen
.	.

Zu	zu
welchem	welchem
allen	allen
denn	denn
das	das
auſz	aus
den	den
zahrten	zarten
Zweyglin	Zweiglein
deſtillierte	destillierte
Waſſer	Wasser
gleichsfalls	gleichfalls
auch	auch
vber	über
die	die
maſſen	Maßen
bequem	bequem
vnd	und
gut	gut
iſt	ist
.	.

Stabwurtz	Stabwurz
/	/

Schoſzwurtz	Schoßwurz
.	.

Namen	Namen
.	.

Iſt	ihrst
zweyerley	zweierlei
Geſchlecht	Geschlecht
/	/
als	als
das	das
Maͤnnlin	Männlein
vnd	und
Weiblin	Weiblein
.	.

Geſtalt .	Gestalt

Das	das
Maͤnnlin	Männlein
hat	hat
viel	viel
Reyſz	Reis
mit	mit
ſubtilen	subtilen
Aſtlin	Ästlein
gleich	gleich
dem	dem
Wermut	Wermut
/	/
vnd	und
wie	wie
der	der
Fenchel	Fenchel
viel	viele
ſubtile	subtile
Blaͤtlin	Blättlein
/	/
welche	welche
jedoch	jedoch
etwas	etwas
kurtzer	kürzer
/	/
vnnd	und
an	an
der	der
Zahl	Zahl
mannigfaltiger	mannigfaltiger
eines	eines
ſcharpffen	scharfen
vnnd	und
Artzneymaͤſſigen	arzneimäßigen
Geruchs	Geruchs
/	/
hat	hat
vber	über
das	das
faſt	fast
kleine	kleine
Bluͤmlin	Blümlein
/	/
vnd	und
einen	einen
runden	runden
haͤuffigen	häufigen
Saamen	Samen
.	.

Ort	Ort
.	.

Iſt	ist
im	im
dritten	dritten
Grad	Grad
hitzig	hitzig
vnd	und
trucken	trocken
/	/
eines	eines
ſehr	sehr
bittern	bitteren
geſchmacks	Geschmacks
/	/
in	in
welchem	welchem
es	es
auch	auch
etwas	etwas
zu	zu
beiſſen	beißen
pflegt	pflegte
/	/

iſt	ist
derowegen	deswegen
auch	auch
ein	ein
wenig	wenig
herb	herb
/	/
vnd	und
demnach	demnach
dem	dem
Magen	Magen
zuwider	zuwider
.	.

Vnd	und
wirdt	wird
in	in
den	den
Artzneyen	Arzneien
in	in
Mangel	Mangel
deſz	des
Wermuts	Wermuts
fuͤr	für
denſelbigen	denselbigen
erwehlt	erwählt
.	.

Innerliche	innerliche
Krafft	Kraft
.	.

Ihr	ihr
Saame	Samen
in	in
einem	einem
lawlechten	laulichen
Waſſer	Wasser
getruncken	getrunken
/	/
verkeychem|keychen	vertreibt
das	das
keychẽ	Keuchen
/	/
iſt	ist
dẽ	den
Kraͤmpffigen	Krämpfigen
/	/
Gebrochenen	Gebrochenen
vnd	und
andern	anderen
ſo	so
mit	mit
dem	dem
Huͤfftwehe	Hüftwehe
behafftet	behaftet
ſind	sind
/	/
ſehr	sehr
bequem	bequem
/	/
befoͤrdert	befördert
den	den
Harn	Harn
vnd	und
weibliche	weibliche
Blum	Blume
/	/
iſt	ist
mit	mit
Wein	Wein
getruncken	getrunken
wider	wider
alle	alle
toͤdliche	tödliche
Gifft	Gifte
ein	eine
bewehrte	bewährte
Artzney	Arznei
/	/
vnd	und
oͤffnet	öffnet
die	die
verſtopffungen	Verstopfungen
der	der
Leber	Leber
vnd	und
Miltzens	Milz
.	.

Euſſerlich	äußerliches
Vermöge	Vermögen
.	.

Den	den
Febricitantẽ	Febricitanten
ſchmieret	schmiert
man	man
in	in
dem	dem
Erſtarren	Erstarren
mit	mit
dem	dem
davon	davon
gemachtẽ	gemachten
Oel	Öl
den	den
Ruͤckgrath	Rückgrat
.	.

Ihre	ihre
Aſche	Asche
dienet	dient
zu	zu
den	den
faulen	faulen
Geſchwaͤren	Geschwüren
/	/
ſo	so
noch	noch
nicht	nicht
ſind	sind
entzuͤndet	entzündet
.	.

Der	der
Safft	Saft
ſtillet	stillt
das	das
Blut	Blut
deſz	des
Zahnfleiſches	Zahnfleisches
/	/
vnnd	und
vertheilet	verteilt
die	die
phlegmatiſche	phlegmatischen
Geſchwulſten	Geschwülste
.	.

Das	das
Kraut	Kraut
zu	zu
den	den
Kleydern	Kleidern
gelegt	gelegt
/	/
bewahret	bewahrt
dieſelbige	dieselbige
nicht	nicht
allein	allein
fuͤr	vor
den	den
Motten	Motten
/	/
ſondern	sondern
gibt	gibt
jhnen	ihnen
auch	auch
einen	einen
guten	guten
Geruch	Geruch
.	.

Der	der
Safft	Saft
mit	mit
Maſtyrbaumenoͤl	Mastyrbaumöl
vermiſcht	vermischt
/	/
vnd	und
das	das
Kien	Kinn
damit	damit
geſchmieret	geschmiert
/	/
hilfft	hilft
dem	dem
Bart	Bart
ſehr	sehr
geſchwindt	geschwind
herauſz	heraus
/	/
vnd	und
macht	macht
auch	auch
die	die
Haupthaar	Haupthaare
fein	fein
wachſen	wachsen
.	.

Das	das
Kraut	Kraut
auff	auf
die	die
Erde	Erde
geſtrewet	gestreut
/	/
oder	oder
ein	ein
rauch	Rauch
darvon	davon
gemacht	gemacht
/	/
vertreibt	vertreibt
alle	alle
Schlangen	Schlangen
.	.

Das	das
von	von
Stabwurtz	Stabwurz
durch	durch
das	das
ſieden	Sieden
oder	oder
einweychen	Einweichen
zugerichtete	zugerichtete
Oele	Öl
heylet	heilt
das	das
boͤſe	böse
Haarauſzfallen	Haarausfallen
deſz	des
Haͤupts	Haupts
/	/
entweder	entweder
allein	allein
oder	oder
mit	mit
nachfolgenden	nachfolgenden
Stuͤcken	Stücken
zu	zu
einer	einer
Salben	Salbe
gemacht	gemacht
/	/
ſehr	sehr
fein	fein
:	:

Als	als
man	man
nimpt	nimmt
dieſes	dieses
Oels	Öls
iiij.	vier
Loth	Lot
/	/
der	derer
dreyerley	dreierlei
Schmaltz	Schmalz
von	von
Baͤren	Bären
/	/
Kuͤniglin	Küniglein
vnnd	und
Maulwoͤrffen	Maulwürfen
jedes	jedes
j.	I
Loth	Lot
.	.
der	der
Aſchen	Asche
von	von
Erdt	Erde
oder	oder
Meerjgeln	Meerigeln
vj.	VI
Loth	Lot
/	/
gebrante	gebrannte
Nuͤſz	Nüsse
vnd	und
gebrandt	gebrannte
Stabwurtz	Stabwurz
jedes	jedes
ij.	II
Loth	Lot
/	/
Tutia	Tutia
oder	oder
Nichts	Nichts
iiij.	IIII
Loth	Lot
/	/
Honig	Honig
ij.	II
Loth	Lot
/	/
Laudanum	Laudanum
j.	I
Loth	Lot
/	/
miſchts	mischt es
alles	alles
wol	wohl
vntereinander	untereinander
/	/
laͤſt	lässt
den	den
Ort	Ort
deſz	des
Gebrechens	Gebrechens
damit	damit
ſchmieren	schmieren
/	/
jedoch	jedoch
darmit	damit
es	es
ſich	sich
nicht	nicht
anhencke	anhenke
/	/
nicht	nicht
faſt	fast
lang	lang
daruͤber	darüber
bleiben	bleiben
/	/
vnd	und
die	die
vberbliebene	übergebliebenen
Haar	Haare
zuvor	zuvor
auch	auch
hinwegſcheren	hinwegscheren
.	.

Das	das
Oele	Öl
von	von
ſolchem	solchem
Kraut	Kraut
wirdt	wird
auch	auch
vnter	unter
die	die
Salben	Salben
zu	zu
den	den
Frantzoſen	Franzosen
vermiſcht	vermischt
/	/
vnd	und
toͤdtet	tötet
zugleich	zugleich
auch	auch
die	die
Wuͤrm	Würmer
.	.

Das	das
darvon	davon
deſtillirte	destillierte
Waſſer	Wasser
auff	auf
die	die
Ort	Orte
der	der
Haar	Haare
vber	über
der	der
Weiblichen	weiblichen
Scham	Scham
gelegt	gelegt
/	/
befoͤrdert	befördert
die	die
verſtopffte	verstopfte
Blum	Blume
/	/
truͤcknet	trocknet
alle	alle
faule	faulen
Feuchtigkeiten	Feuchtigkeiten
der	der
Gebaͤrmutter	Gebärmutter
auſz	aus
/	/
vnd	und
macht	macht
dieſelbige	dieselbige
der	der
Empfaͤngnuſz	Empfängnis
faͤhig	fähig
.	.

Hilfft	hilft
der	der
Nachgeburt	Nachgeburt
/	/
wie	wie
gleichsfalls	gleichfalls
der	der
todten	toten
vnd	und
abgeſtandenen	abgestandenen
Frucht	Frucht
herauſz	heraus
/	/
toͤdtet	tötet
die	die
Wuͤrm	Würmer
/	/
zerbricht	zerbricht
dẽ	den
Stein	Stein
/	/
ſtillet	stillt
die	die
Verblutungen	Verblutungen
/	/
vnnd	und
vertreibt	vertreibt
die	die
Schmertzen	Schmerzen
der	der
Ohren	Ohren
.	.

Cypreſſen	Zypressen
.	.

Abrotanum	Abrotanum
fœmina	foemina
.	.

Namen	Namen
.	Edle

Geſtalt	Gestalt
.	.

Wermuht	Wermut
.	.

Abſynthium	Absynthium
.	.

Namen	Namen
.	.

DEr	der
Wermuth	Wermut
heiſt	heißt
auff	auf
Lateiniſch	Lateinisch
vnnd	und
Arabiſch	Arabisch
Abſynthium	Absynthium
,	,
Italianiſch	italienisch
Aſſenzo	Assenzo
,	,
Spanniſch	spanisch
Aſſentios	Assentios
,	,
oder	oder
Aloſna	Alosna
,	,
vnd	und
Frantzoͤſiſch	französisch
Abſince	Absince
.	.

Geſchlecht	Geschlecht
.	.

Iſt	ist
viererley	viererlei
Geſchlecht	Geschlecht
vñ	und
Art	Art
/	/
als	als
der	der
Gemeine	Gemeine
/	/
der	der
Edele	Edle
oder	oder
Pontiſche	Pontische
/	/
der	der
Meerwermut	Meerwermut
/	/
ſonſten	sonst
Santonicum	Santonicum
genannt	genannt
/	/
vnnd	und
denn	dann
der	der
Seriphium	Seriphium
auſz	aus
Egypten	Ägypten
.	.

Der	der
gemeine	gemeine
hat	hat
aͤſtechte	ästige
Stengel	Stängel
/	/
haarechte	haarige
grawe	graue
vnd	und
geſpaltene	gespaltene
Blaͤtter	Blätter
/	/
wie	wie
der	der
Beyfuſz	Beifuß
/	/

Die	die
beſte	beste
Zeit	Zeit
ſolches	solches
Kraut	Kraut
einzuſamlen	einzusammeln
/	/
iſt	ist
der	der
Haͤwmonat	Heumonat
/	/
als	als
da	da
es	es
am	am
meiſten	meisten
Samen	Samen
hat	hat
/	/
vnd	und
wirdt	wird
an	an
einem	einem
Schatten	Schatten
gedoͤrret	gedörrt
.	.

Der	der
gemeine	Gemeine
waͤchſt	wächst
allenthalben	allenthalben
von	von
ſich	sich
ſelbst	selbst
/	/
der	der
Pontiſche	Pontische
in	in
Ponto	Pontus
/	/
Vngern	Ungarn
vnd	und
Boͤhm_n	Böhmen
:	:
der	der
Santonicum	Santonicum
,	,
an	an
den	den
Vfern	Ufern
deſz	des
Meers	Meeres
/	/
vnd	und
der	der
Seriphium	Seriphium
in	in
Egypten	Ägypten
.	.

Natur	Natur
.	.

Der	der
Edele	Edele
oder	oder
Roͤmiſche	Römische
iſt	ist
im	im
erſten	ersten
Grad	Grad
hitzig	hitzig
/	/
vnnd	und
im	im
dritten	dritten
trucken	trocken
/	/
da	da
der	der
Safft	Saft
das	das
Kraut	Kraut
in	in
der	der
Hitz	Hitze
vbertrifft	übertrifft
.	.
Iſt	ist
beneben	neben
ſolchem	solchem
auch	auch
eines	eines
bittern	bittern
/	/
eyn	ein-
vnd	und
zuſammenziehenden	zusammenziehenden
vnnd	und
ſcharpffen	scharfen
Geſchmacks	Geschmacks
/	/
hat	hat
vber	über
das	das
die	die
Natur	Natur
/	/
daſz	dass
er	er
erwaͤrmbt	erwärmt
/	/
abſtergiert	abstergiert
oder	oder
reyniget	reinigt
/	/
vertruͤcknet	vertrocknet
vnd	und
ſtaͤrcket	stärkt
.	.

Der	der
Seriphium	Seriphium
hitziget	hitzigt
ein	ein
wenig	wenig
mehr	mehr
/	/
als	als
der	der
Edele	Edele
/	/
vnnd	und
pflegt	pflegt
derowegen	deswegen
auch	auch
etwas	etwas
mehr	mehr
zu	zu
extenuieren	extenuieren
vnd	und
duͤñ	dünn
zu	zu
machen	machen
/	/
gleich	gleich
wie	wie
der	der
Santonicum	Santonicum
etwas	etwas
weniger	weniger
extenuirt	extenuiert
/	/
erwaͤrmbt	erwärmt
vnnd	und
truͤcknet	trocknet
/	/
als	als
der	der
Seriphium	Seriphium
.	.

Conserv	Konserve
zur	zur
Waſſerſucht	Wassersucht
.	.

Der	der
Wermuth	Wermut
dienet	dient
ſonderlich	sonderlich
dem	dem
Magen	Magen
/	/
hilfft	hilft
der	der
Taͤuwung	Dauung
/	/
erwaͤrmbt	erwärmt
den	den
Leib	Leib
/	/
mildert	mildert
die	die
Schmertzen	Schmerzen
/	/
treibt	treibt
alles	alles
Gifft	Gift
vnd	und
andere	andere
ſchaͤdliche	schädliche
Sachen	Sachen
auſz	aus
dem	dem
Leib	Leib
herauſz	heraus
.	.

Welches	welches
vermoͤgens	Vermögens
denn	denn
auch	auch
die	die
Blumen	Blumen
vnd	und
der	der
Wermuthwein	Wermutwein
zuſeyn	zu sein
pflegen	pflegen
.	.

Der	der
Saame	Samen
getruncken	getrunken
ſtillet	stillt
die	die
rohte	rote
Ruhr	Ruhr
vnd	und
andere	andere
Bauchfluͤſſe	Bauchflüsse
mehr	mehr
/	/

In	in
den	den
choleriſchen	cholerischen
Fiebern	Fiebern
/	/
wenn	wenn
ſich	sich
eine	eine
Taͤwung	Dauung
erzeigt	zeigt
/	/
fuͤhret	führt
es	es
die	die
in	in
dem	dem
Magen	Magen
vnnd	und
Gedaͤrm	Gedärm
anhangende	anhängende
Gall	Galle
nicht	nicht
allein	allein
durch	durch
den	den
Stulgang	Stuhlgang
/	/
ſonder	sondern
auch	auch
durch	durch
den	den
Harn	Harn
ſehr	sehr
fein	fein
auſz	aus
/	/

ſtaͤrckt	stärkt
den	den
Magen	Magen
vnd	und
Leber	Leber
/	/
vertreibt	vertreibt
ſolchen	solche
Glieder Schmertzen	Gliederschmerzen
/	/
widerbringt	wiederbringt
den	den
verlohrnen	verlorenen
Appetit	Appetit
vnnd	und
Luſt	Lust
zum	zum
Eſſen	Essen
/	/
vertheilt	verteilt
die	die
Blaͤſte	Blässe
deſz	des
Leibs	Leibs
/	/
iſt	ist
zu	zu
den	den
kalten	kalten
vnd	und
feuchten	feuchten
Gebrechen	Gebrechen
ein	eine
bewehrte	bewährte
Artzeney	Arznei
/	/
vnd	und
verhuͤtet	verhütet
/	/
vor	vor
allem	allem
andern	anderen
gegeſſen	gegessen
/	/
die	die
Trunckenheit	Trunkenheit
.	.

Der	der
Safft	Saft
aber	aber
getruncken	getrunken
/	/
thut	tut
dem	dem
Magen	Magen
ſchaden	Schaden
/	/
vnnd	und
dem	dem
Haͤupt	Haupt
faſt	fast
wehe	weh
.	.

Das	das
auſz	aus
den	den
Blaͤttern	Blättern
deſtillierte	destillierte
Waſſer	Wasser
iſt	ist
anmuͤhtiger	anmutiger
/	/
vnd	und
verrichtet	verrichtet
eben	eben
das	das
/	/
wie	wie
biſzher	bisher
vermeldet	vermeldet
/	/
jedoch	jedoch
etwas	etwas
ſchwaͤcher	schwächer
.	.

Zu	zu
der	der
Waſſerſucht	Wassersucht
ein	eine
Conſerv	Konserve
oder	oder
Zucker	Zucker
zu	zu
machen	machen
/	/
laͤſt	lässt
man	man
die	die
Blumen	Blumen
vnd	und
zarteſte	zartesten
Sproͤſzlin	Sprösslein
von	von
Wermut	Wermut
mit	mit
viermal	viermal
ſo	so
viel	viel
Zucker	Zucker
/	/
biſz	bis
es	es
ſich	sich
wol	wohl
miteinander	miteinander
vermiſcht	vermischt
/	/
ſtoſſen	stossen
/	/
alsdenn	alsdann
wie	wie
andere	andere
Conſeruen	Konserven
einen	einen
Monat	Monat
lang	lang
an	an
der	der
Sonnen	Sonne
fermentiren	fermentieren
/	/
vnd	und
gibt	gibt
dem	dem
Menſchen	Menschen
jedesmal	jedesmal
drey	drei
Stundt	Stunden
vor	vor
dem	dem
Mittageſſen	Mittagessen
/	/
nach	nach
dem	dem
er	er
zuvor	zuvor
wol	wohl
purgiert	purgiert
worden	worden
/	/
ein	ein
Loth	Lot
darvon	davon
eyn	ein
/	/
zu	zu
welchem	welchem
Ende	Ende
man	man
denn	denn
auch	auch
allerley	allerlei
Syrup	Sirup
/	/
Zeltlin	Zeltlein
vnd	und
Oele	Öle
von	von
jhme	ihm
dem	dem
Wermut	Wermut
zu	zu
machen	machen
pflegt	pflegt
.	.

Euſſerlich	Äußerliches
Vermoͤgẽ	Vermögen
.	.

Das	das
Waſſer	Wasser
von	von
Wermut	Wermut
auff	auf
die	die
Schlaͤffe	Schläfe
gelegt	gelegt
/	/
ſtillet	stillt
das	das
auſz	aus
Kaͤlt	Kälte
entſtandene	entstandene
Hauptwehe	Hauptweh
/	/
machet	macht
in	in
die	die
Augen	Augen
getreyfft	geträuft
/	/
ein	ein
hell	helles
vnd	und
klar	klares
Geſicht	Gesicht
/	/
vñ	und
vertreibt	vertreibt
/	/
in	in
die	die
Ohren	Ohren
gelaſſen	gelassen
/	/
derſelbigen	derselbigen
Eyter	Eiter
.	.

Daſſelbige	dasselbige
in	in
Wein	Wein
geſotten	gesotten
/	/
vnd	und
zu	zu
einem	einem
Pflaſter	Pflaster
gemacht	gemacht
/	/
vertreibt	vertreibt
das	das
Magenwehe	Magenweh
/	/
ſtillet	stillt
das	das
Klugſen	Glucksen
oder	oder
Schlucken	Schlucken
.	.
Zu	zu
welchem	welchem
denn	denn
auch	auch
das	das
Oele	Öl
ſehr	sehr
wol	wohl
dienet	dient
.	.

Es	es
das	das
Kraut	Kraut
bewahret	bewahrt
alle	alle
Gewandt	Gewänder
vñ	und
Kleyder	Kleider
vor	vor
den	den
Motten	Motten
/	/
gleich	gleich
wie	wie
denn	denn
auch	auch
ſein	sein
Safft	Saft
in	in
die	die
Dinten	Tinte
vñ	und
Truckerfarb	Druckerfarbe
vermiſcht	vermischt
/	/
alle	alle
Maͤuſe	Mäuse
von	von
den	den
Buͤchern	Büchern
vertreibt	vertreibt
.	.

Item	Item
es	es
das	das
Kraut	Kraut
bewahrt	bewahrt
mit ſampt	mitsamt
der	der
Stabwurtz	Stabwurz
das	das
Getraͤyt	Getreide
vor	vor
der	der
Faͤule	Fäule
vnd	und
Wuͤrmen	Würmern
/	/
laͤſt	lässt
wo	wo
es	es
mit	mit
etwas	etwas
von	von
wildt	wildem
Wolgemuth	Wohlgemut
hingelegt	hingelegt
wird	wird
/	/
keine	keine
Ameyſen	Ameisen
hinzu kommen	hinzukommen
:	:

Abutilon	Abutilon
.	.

I.	I.
Caulis	caulis
cum	cum
ſemine	semine
.	.

3.	3.
Semen	Samen
.	.

Namen	Namen
.	.

DIeſes	dieses
Kraut	Kraut
zu	zu
Latein	Latein
Abutilon	Abutilon
,	,
von	von
den	den
Italianern	Italienern
aber	aber
Maluauiſco	Malvavisco
baſtardo	bastardo
genannt	genannt
/	/
wirdt	wird
fuͤr	für
die	die
ander	andere
Art	Art
vnd	und
Geſchlecht	Geschlecht
deſz	des
Eybiſch	Eibisch
gehaltẽ	gehalten
/	/

hat	hart
Blaͤtter	Blätter
wie	wie
die	die
Kuͤrbſen	Kürbisse
/	/
jedoch	jedoch
etwas	etwas
kleiner	kleiner
/	/
glatt	glatt
vnnd	und
mit	mit
einer	einer
zahrten	zarten
Woll	Wolle
vberzogen	überzogen
/	/

bekoͤmpt	bekommt
einen	einen
Stengel	Stängel
anderthalb	anderthalb
Elen	Ellen
oder	oder
mehr	mehr
hoch	hoch
/	/
auff	auf
demſelbigen	demselbigen
allenthalben	allenthalben
goltgelbe	goldgelbe
Blumen	Blumen
/	/
in	in
denſelbigen	denselbigen
in	in
gewiſſen	gewissen
Haͤuptlin	Häuptlein
/	/
gleich	gleich
wie	wie
der	der
Mag	Magen
/	/
einen	einen
ſchwartze	schwarzen
Saamen	Samen
/	/
vnnd	und
eine	eine
lange	lange
Wurtzel	Wurzel
/	/
mit	mit
vielen	vielen
andern	andern
vnnd	und
kleinen	kleinen
Wurtzelin	Würzelein
vmbhengt	umhängt
.	.

Natur	Natur
vnd	und
Krafft	Kraft
.	.

Waͤchſt	wächst
auff	auf
dem	dem
Feldt	Feld
vnd	und
in	in
den	den
Gaͤrten	Gärten
von	von
ſich	sich
ſelbſt	selbst
.	.

Sein	sein
Saame	Samen
anderhalb	anderhalb
quintlins	Quintleins
ſchwehr	schwer
in	in
Wein	Wein
getruncken	getrunken
/	/
treibt	treibt
den	den
Stein	Stein
vnd	und
Kiſz	Kies
von	von
dem	dem
Menſchen	Menschen
auſz	aus
/	/
befoͤrdert	befördert
den	den
Harn	Harn
/	/
lindert	lindert
deſſelbigen	desselbigen
Geſchwehr	Geschwür
/	/
vnnd	und
ſtillet	stillt
die	die
darauſz	daraus
enſtandene	enstandenen
Schmertzen	Schmerzen
.	.

Zu	zu
welchem	welchem
allen	allen
denn	dann
das	das
davon	davon
deſtilierte	destillierte
Waſſer	Wasser
ebenmaͤſſige	ebenmäßige
Krafft	Kraft
vnd	und
vermoͤgen	Vermögen
hat	hat
.	.

Egyptiſche	ägyptischer
Schlottendorn	Schlottendorn
.	.

Acacia	Acacia
.	.

†	†
Acacia	Acacia
Bellonij	Bellonii
.	.

1.	1.
Acacia	Acacia
Matthioli	Matthioli
.	.

2.	2.
Ramulus	Ramulus
eiuſdem	eiusdem
.	.

Namen	Namen
.	.

DEr	der
Egyptiſche	ägyptische
Schlottendorn	Schlottendorn
/	/
in	in
Lateiniſcher	lateinischer
vnd	und
Italianiſcher	italienischer
Spraach	Sprache
Acacia	Acacia
,	,
Arabiſch	arabisch
Achachie	Achachie
genannt	genannt
/	/
iſt	ist
zweyerley	zweierlei
Art	Art
/	/
als	als
der	der
groſſe	Große
vnnd	und
kleine	Kleine
:	:

Waͤchſt	wächst
nicht	nicht
faſt	fast
hoch	hoch
vber	über
ſich	sich
/	/
hat	hat
weiſſe	weiße
Blumen	Blumen
/	/
ſeinen	seinen
Saamen	Samen
wie	wie
die	die
Feygbonen	Feigbohnen
in	in
gewiſſen	gewissen
Schotten	Schoten
oder	oder
Belglin	Bälglein
/	/
auſz	aus
welchem	welchem
man	man
einen	einen
Safft	Saft
herauſz	heraus
preſſet	presst
/	/
an	an
dem	dem
Schatten	Schatten
truͤcknet	trocknet
/	/
vnd	und
eben	eben
mit	mit
dem	dem
Namẽ	Namen
deſz	des
Krauts	Krauts
Acacia	Acacia
nennet	nennt
.	.

Ort	Ort
.	.

Waͤchſt	wächst
fuͤrnemlich	vornehmlich
in	in
Egypten	Ägypten
.	.

Der	der
groͤſſern	größeren
Acaciæ	Akazie
Safft	Saft
getruͤcknet	getrocknet
/	/
oder	oder
dick	dick
gemacht	gemacht
vnnd	und
gewaſchen	gewaschen
iſt	ist
/	/
in	im
andern	andern
Grad	Grad
einer	einer
kalten	kalten
Natur	Natur
/	/
der	der
gewaſchene	gewaschene
aber	aber
im	im
erſten	ersten
Grad	Grad
kalt	kalt
/	/
vnd	und
im	im
dritten	dritten
trucken	trocken
.	.

Euſſerlich	äußerliches
Vermoͤgen	Vermögen
.	.

Der	der
Safft	Saft
iſt	ist
ein	eine
bequeme	bequeme
Artzeney	Arznei
zu	zu
den	den
Augen	Augen
/	/
vnd	und
hilfft	hilft
denſelbigen	denselbigen
/	/
ſo	so
etwan	etwa
auſz	aus
jhrer	ihrer
ſtelle	Stelle
gewiechen	gewichen
/	/
widervmb	wiederum
zurecht	zurecht
:	:

Dienet	dient
ferrner	ferner
zu	zu
dem	dem
wilden	wilden
Feuwer	Feuer
oder	oder
Rohtlauff	Rotlauf
/	/
zu	zu
den	den
vmb	um
ſich	sich
freſſenden	fressenden
Geſchwaͤren	Geschwüren
/	/
dem	dem
vmblauff	Umlauf
der	der
Finger	Finger-
vnnd	und
Mundtgeſchwaͤren	Mundgeschwüren
/	/
macht	macht
die	die
Haupthaar	Haupthaare
ſchwartz	schwarz
/	/
vnd	und
richtet	richtet
die	die
auſzgewiechene	ausgewichene
Gleyche	Gleiche
/	/
alſo	also
miteinander	miteinander
in	in
Waſſer	Wasser
geſotten	gesotten
/	/
vnd	und
den	den
Ort	Ort
warm	warm
darmit	damit
gebaͤhet	gebäht
/	/
widervmb	wiederum
eyn	ein
.	.

Dann	denn
dieweil	dieweil
das	das
Gewaͤchs	Gewächs
ſelbſt	selbst
nicht	nicht
herauſz	heraus
kan	kann
gebracht	gebracht
werden	werden
/	/
iſt	ist
leichtlich	leichtlich
abzunemmen	abzunehmen
/	/
daſz	dass
das	das
Gummi	Gummi
viel	viel
weniger	weniger
zu	zu
vns	uns
gelange	gelange
.	.

mit	mit
einem	einem
