solo	Sólo
Señor	Señor
se	se
lo	lo
pagara	pagará
en	en
dalle	darle
bida	vida
y	y
muchos	muchos
bienes	bienes

a	A
tu	tu
ermana	hermana
me	me
encomienda	encomienda
mucho	mucho
y	y
a	a
tu	tu
tio	tío
	,
que	que
le	le
suplico	suplico
se	se
aquerde	acuerde
de	de
mi	mí
por	por
lo	lo
que	que
le	le
e	he
serbido	servido
sienpre	siempre

esta	Está
Rublicado	rubricado
de	de
todos	todos
los	los
señores	señores

que	Que
los	los
executores	ejecutores
que	que
van	van
a	a
las	las
cobranças	cobranzas
quitanle	quítanle
100b	100000
que	que
avian	habían
de	de
traer	traer
y	y
quedome	quédome
sin	sin
ellos	ellos
	,
pues	pues
vender	vender
haziendas	haciendas
en	en
el	el
tiempo	tiempo
presste	presente
ni	ni
por	por
un	un
Rl	real
	,
que	que
de	de
Verdad	verdad
no	no
se	sé
como	cómo
me	me
tengo	tengo
de	de
aver	haber

la	La
nabegacion	navegación
para	para
Osterlanda	Osterlanda
esta	está
conçedida	concedida
	,
lo	lo
qual	cual
asse	--
bien	--
hara	hará
bien	bien
al	al
commercio	comercio
,	--
y	y
salida	salida
de	de
paños	paños

su	Su
padre	padre
se	se
llamo	llamó
Frco	Francisco
gomez	Gómez
de	de
cossio	Cosío

querer	Querer
ponerse	ponerse
a	a
camino	camino
a	a
ver	ver
su	su
hija	hija
sabiendo	sabiendo
que	que
esta	está
bien	bien
acomodada	acomodada
	,
pues	pues
autoryze	autoricé
en	en
mandarla	mandarla
a	a
buscar	buscar
sin	sin
serme	serme
nada	nada
	,
teniendo	teniendo
aca	acá
gente	gente
de	de
mas	más
obligasion	obligación
que	que
le	le
pudiera	pudiera
aver	haber
echo	hecho
esa	esa
limosna	limosna
que	que
Vm	VM
no	no
agradese	agradece

guadalaxara	Guadalajara
	,
y	y
julio	julio
4	4
de	de
1668	1668
as	años

esta	Ésta
	,
m	mi
Padre	padre
comendador	comendador
	,
es	es
mi	mi
ultimo	último
sentir	sentir

y	Y
	,
por	por
ultimo	último
	,
digo	digo
a	a
mi	mi
sobrino	sobrino
q	que
disponga	disponga
el	el
que	que
Vm	VM
se	se
benga	venga
donde	donde
el	él
esta	está
,	,
q	que
yo	yo
dare	daré
forma	forma
desde	desde
alli	allí
para	para
que	que
pase	pase
a	a
este	este
paraje	paraje
;	,
que	que
bien	bien
creo	creo
no	no
llegara	llegará
el	el
casso	caso

Veo	Veo
aver	haber
venido	venido
blandon	Blandón
y	y
que	que
esta	está
ya	ya
hecho	hecho
un	un
cordero	cordero

Lago	Lago
aVisame	Avísame
q	qué
ay	hay
del	del
carzelero	carcelero

capellan	Capellán
de	de
Vmrd	VM
que	que
s	su
mno	mano
Bsa	besa

Sabe	Sabe
nuestro	Nuestro
sor	Señor
que	que
quisiera	quisiera
ser	ser
el	el
porttador	portador
d	de
esta	ésta
	,
tanto	tanto
por	por
el	el
mucho	mucho
deseo	deseo
que	que
ttengo	tengo
de	de
bertte	verte
quanto	cuanto
Por	por
alibiar	aliviar
algo	algo
de	de
los	los
muchos	muchos
trabajos	trabajos
que	que
Passo	paso
en	en
esta	esta
suidad	ciudad
	;
todo	todo
caussado	causado
de	de
la	la
hausiensia	ausencia
de	de
mi	mi
tio	tío
	,
que	que
ya	ya
tte	te
escrebi	escribí
con	con
don	don
Josphe	José
de	de
Gamy	Gamy
de	de
como	cómo
lo	lo
tenian	tenían
presso	preso
en	en
mexo	México

a	A
siete	siete
de	de
este	este
dia	día
de	de
san	San
claudo	Claudio
	,
a	a
la	la
una	una
de	de
la	la
noche	noche
	,
se	se
pego	pegó
fuego	fuego
en	en
la	la
placa	Plaza
maior	Mayor

En	En
lo	lo
que	que
Ud	usted
me	me
apunta	apunta
del	del
sagrado	sagrado
tribunal	Tribunal
de	de
la	la
Inquisicion	Inquisición
	,
no	no
se	se
me	me
ofrece	ofrece
otra	otra
cosa	cosa
q	que
hazer	hacer
,	--
ni	ni
que	que
decir	decir
,	,
sino	sino
encargarle	encargarle
,	--
como	como
devo	debo
,	--
la	la
obediencia	obediencia
,	--
y	y
veneracion	veneración
a	a
sus	sus
ordenes	órdenes
,	--
y	y
disposiciones	disposiciones
	,
asegurado	asegurado
de	de
la	la
superioridad	superioridad
de	de
su	su
jurisdicion	jurisdicción
,	--
y	y
de	de
la	la
certeza	certeza
de	de
su	su
acierto	acierto
en	en
todo	todo

y	Y
cada	cada
uno	uno
como	como
ynforma	informa
,	--
le	le
sojuzgan	sojuzgan

me	Me
a	ha
puesto	puesto
en	en
admirasion	admiración
el	el
desirme	decirme
vmd	VM
no	no
ha	ha
tenido	tenido
respuesta	respuesta
de	de
las	las
suyas	suyas

y	Y
de	de
londres	Londres
	,
a	a
20	20
de	de
Enero	enero
1675	1675

no	No
fio	fío
al	al
papel	papel
lo	lo
que	que
se	se
puede	puede
decir	decir
a	a
boca	boca

los	Los
vzos	vecinos
besan	besan
las	las
de	de
vm	VM
	,
q	que
se	se
venderan	venderán
si	si
se	se
lo	lo
manda	manda

estimo	Estimo
el	el
afecto	afecto
y	y
buen	buen
deseo	deseo
de	de
vmd	VM
	,
que	que
se	sé
es	es
cordial	cordial
,	--
y	y
	,
si	si
hubiere	hubiere
dicta	dita
de	de
volver	volver
por	por
alla	allá
,	,
crea	crea
vmd	VM
que	que
por	por
mi	mí
no	no
faltara	faltará
que	que
a	a
la	la
verdad	verdad

no	No
puedo	puedo
con	con
palabras	palabras
manifestar	manifestar
a	a
vmd	VM
el	el
sintimto	sentimiento
con	con
que	que
quedamos	quedamos
de	de
su	su
rigurosa	rigurosa
sentensia	sentencia
;	--
y	y
mayor	mayor
me	merced
de	de
que	que
vmd	VM
este	esté
tan	tan
desconsolado	desconsolado
,	--
y	y
con	con
tan	tan
poco	poco
animo	ánimo
	,
conosiendo	conociendo
yo	yo
el	el
grande	grande
balor	valor
que	que
a	a
vmd	VM
le	le
aconpañava	acompañaba
,	--
y	y
aconpaño	acompañó
en	en
ocaziones	ocasiones
	,
que	que
a	a
mi	mí
me	me
costa	consta
	,
si	si
bien	bien
no	no
me	me
espanto	espanto
de	de
que	que
vmd	VM
aora	ahora
lo	lo
tenga	tenga
tan	tan
postrado	postrado

ssr	Señor
Dn	don
Joseph	José
Vermudes	Bermúdez
de	de
Castro	Castro

de	De
gulio	julio
	,
nuebe	nueve

y	Y
embarcando	embarcando
vm	VM
algunas	algunas
sacas	sacas
se	se
podra	podrá
assegurar	asegurar
algo	algo

aquel	Aquel
sujeto	sujeto
no	no
me	me
respondio	respondió
	,
q	que
quedo	quedó
con	con
vmd	VM
de	de
Azerlo	hacerlo
pr	por
el	el
Coreo	correo

luisa	Luisa
besa	besa
a	a
vmd	VM
sus	sus
manos	manos

Parecia	Parecía
que	que
las	las
lanas	lanas
querian	querían
tomar	tomar
mas	más
fabor	favor
,	,
mas	mas
como	como
estan	están
aqui	aquí
en	en
tantas	tantas
manos	manos
y	y
que	que
muchos	muchos
ay	hay
que	que
no	no
buscan	buscan
otra	otra
cosa	cosa
que	que
vender	vender
sea	sea
como	como
quiera	quiera
,	—
no	no
acudiendo	acudiendo
como	como
deven	deben
al	al
interes	interés
de	de
los	los
amigos	amigos
,	—
	,
no	no
he	he
podido	podido
aun	aún
resolver	resolver
de	de
despachar	despachar
las	las
de	de
vm	VM

sobrino	Sobrino
de	de
mi	mi
alma	alma

ermano	Hermano
y	y
conpadre	compadre
de	de
vmd	VM
	,
Gaspar	Gaspar
de	de
los	los
Reies	Reyes
Fraga	Fraga
Sr	Señor
hermano	hermano
Baltasar	Baltasar

que	Que
Lo	lo
poco	poco
u	o
nada	nada
que	que
ha	ha
venido	venido
a	ha
ssido	sido
pagar	pagar
un	un
poco	poco
de	de
tavaco	tabaco
	,
que	que
avia	había
50	50
dias	días
avia	había
conprado	comprado
	,
i	y
otras	otras
dependençias	dependencias

Su	Su
mas	más
seguro	seguro
y	y
Rendido	rendido
servidor	servidor
q	que
s	su
M	mano
B	besa
	,
Miguel	Miguel
de	de
Sottomayor	Sotomayor
Mi	Mi
consorte	consorte
y	y
yo	yo
a	a
todos	todos
esos	esos
mis	mis
señores	señores
se	se
servira	servirá
de	de
darles	darles
nuestras	nuestras
cariñosas	cariñosas
memorias	memorias
	,
y	y
en	en
particular	particular
a	a
mi	mi
sra	señora
su	su
consorte	consorte
y	y
señoritas	señoritas
	,
cuyos	cuyos
pies	pies
besamos	besamos

de	De
que	que
dare	daré
avisso	aviso
de	de
todo	todo
prometo	prometo
a	a
vmd	VM
	,
que	que
no	no
se	sé
donde	dónde
ha	ha
de	de
estar	estar
un	un
honbre	hombre
livre	libre
de	de
cartas	cartas
	,
pues	pues
aun	aun
Las	las
que	que
no	no
conoçen	conocen
dan	dan
enfado	enfado

Sro	Servidor
de	de
vmd	VM
q	que
s	su
M	mano
BS	besa
	,
fr	fray
Manuel	Manuel
de	de
Robles	Robles
depues	Después
de	de
aber	haber
escripto	escrito
la	la
presente	presente
reçebi	recibí
una	una
de	de
vmd	VM
	(
su	su
fecha	fecha
de	de
28	28
de	de
enero	enero
,	)

avisad	Avisad
luego	luego
como	como
va	va
de	de
despacho	despacho
y	y
del	del
recibo	recibo
y	y
ved	ved
si	si
otra	otra
cosa	cosa
de	de
vro	vuestro
servicio	servicio
se	se
ofrece	ofrece
	,
que	que
siempre	siempre
os	os
servire	serviré

y	Y
al	al
señor	señor
licenciado	licenciado
	,
i	y
a	a
la	la
señora	señora
ana	Ana
	,
i	y
a	a
la	la
señora	señora
Susana	Susana
Palhi	Palhi
Josacado	Josacado
	,
i	y
a	a
Juan	Juan
guerrero	Guerrero
	,
i	y
a	a
Sebastian	Sebastián
i	y
a	a
Vmd	VM
que	que
mi	mi
dios	Dios
millones	millones
de	de
anos	años
gde	guarde

es	Es
quanto	cuanto
se	se
ofrece	ofrece

conque	Conque
primero	primero
y	y
ante	ante
todas	todas
cossas	cosas
	(
que	que
se	se
hagan	hagan
los	los
despachos	despachos
y	y
se	se
nombre	nombre
el	el
juez	juez
	)
	,
se	se
obligue	obligue
el	el
dho	dicho
Alonsso	Alonso
Ruiz	Ruiz
de	de
Rivera	Rivera
con	con
seguridad	seguridad
bastante	bastante
a	a
satisfacion	satisfacción
del	del
scrivano	escribano
que	que
hara	hará
la	la
dha	dicha
obligacion	obligación
de	de
hacer	hacer
buenos	buenos
los	los
salarios	salarios
de	de
los	los
dhos	dichos
ministros	ministros
que	que
yran	irán
a	a
la	la
dha	dicha
Pesquissa	pesquisa
hasta	hasta
en	en
cantidad	cantidad
de	de
mill	mil
y	y
duçientos	doscientos
Reales	reales

y	Y
esto	esto
supuesto	supuesto
,	,
abiseme	avíseme
si	si
se	se
ofreciere	ofreciere
alguna	alguna
cosa	cosa

y	Y
d	de
ellos	ellos
sobraran	sobrarán
siete	siete
Rls	reales
pa	para
en	en
qta	cuenta
de	de
la	la
sissa	sisa
de	de
la	la
pipa	pipa
q	que
vmd	VM
me	me
hizo	hizo
fabor	favor
de	de
entrar	entrar
	,
cuyos	cuyos
derechos	derechos
	,
si	si
se	se
pudieren	pudieren
dilatar	dilatar
hasta	hasta
la	la
paga	paga
de	de
setiembre	septiembre
q	que
biene	viene
	,
sera	será
bien	bien
,	,
pero	pero
si	si
es	es
forçosso	forzoso
	,
se	se
pagarán	pagarán
de	de
una	una
pipa	pipa
q	que
quissiera	quisiera
ymbiar	enviar
de	de
aqui	aquí
al	al
miercoles	miércoles
a	a
donde	donde
fue	fue
la	la
otra	otra
	,
pa	para
q	que
se	se
me	me
benda	venda

en	En
dias	días
pasados	pasados
escreby	escribí
otra	otra
a	a
Vmd	VM
en	en
que	que
le	le
di	di
la	la
cuenta	cuenta
de	de
mi	mi
trabajo	trabajo
y	y
necesidades	necesidades
que	que
estoy	estoy
pasando	pasando
en	en
esta	ésta
con	con
otras	otras
obligasiones	obligaciones
	,
y	y
por	por
no	no
aber	haber
tenido	tenido
repuesta	respuesta
d	de
ella	ella
me	me
obliga	obliga
mi	mi
grande	grande
nececidad	necesidad
de	de
bolber	volver
a	a
ser	ser
enfadoso	enfadoso

en	En
todas	todas
las	las
ocasiones	ocasiones
que	que
se	se
an	han
ofresido	ofrecido
te	te
e	he
escrito	escrito

Su	Su
servidor	servidor
q	que
s	su
m	mano
v	besa
	,
Julian	Julián
de	de
Villares	Villares
sr	Señor
domingo	Domingo
de	de
sta	Santa
marina	Marina
Domingo	Domingo
de	de
Sta	Santa
Marina	Marina

veo	Veo
aver	haber
venido	venido
Jabe	Jabe
y	e
hijo	hijo

los	Los
q	que
son	son
nacidos	nacidos
no	no
an	han
bisto	visto
cosa	cosa
como	como
esta	ésta
ni	ni
de	de
maior	mayor
conpasion	compasión

quieren	Quieren
por	por
la	la
buena	buena
76	76
placas	placas
y	y
la	la
inferior	inferior
64	64
a	a
66	66
	,
que	que
no	no
me	me
atreveria	atrevería
embiar	enviar

quiera	Quiera
nuestro	Nuestro
sr	Señor
averlas	haberlas
traido	traído
en	en
paz	paz
que	que
como	como
vienen	vienen
con	con
papel	papel
de	de
Paz	paz
fue	fue
bueno	bueno

dos	Dos
años	años
a	ha
que	que
estoy	estoy
en	en
una	una
masmora	mazmorra
padeciendo	padeciendo
tanta	tanta
necesidad	necesidad
que	que
	,
porque	porque
deseo	deseo
la	la
muerte	muerte
	,
en	en
esta	esta
desesperacion	desesperación
me	me
falta	falta
por	por
no	no
tener	tener
este	este
alibio	alivio

mucho	Mucho
me	me
guelgo	huelgo
se	se
biesse	viese
en	en
mexico	México
mi	mi
hermo	hermano
Pedro	Pedro
y	y
el	él
	,
y	y
adonde	adonde
quiera	quiera
que	que
estubiere	estuviere
tengo	tengo
por	por
cierto	cierto
de	de
su	su
buena	buena
qta	cuenta
por	por
hixo	hijo
de	de
tan	tan
buenos	buenos
padres	padres

yo	Yo
me	me
aflijo	aflijo
sin	sin
podello	podello
rremediar	remediar

y	Y
sabra	sabrá
vmd	VM
qu	que
ermana	hermana
antonya	Antonia
es	es
defunta	difunta
y	y
asy	así
lo	lo
dyras	dirás
a	a
tu	tu
tya	tía
marya	María
y	y
a	a
tu	tus
prymas	primas

no	No
ay	hay
que	que
admirar	admirar
,	--
que	que
esta	está
ya	ya
hecho	hecho
un	un
Borro	borrón
,	--
y	y
no	no
es	es
ya	ya
de	de
hoc	hoc
mando	mando
e	etc

Juan	Juan
de	de
Valdes	Valdés
lorey	Lorey
Señora	Señora

pa	Para
cazo	caso
efeto	efecto
Remito	remito
Peticion	petición
,	,
asi	así
pa	para
el	el
testimo	testimonio
de	de
Apelan	apelación
como	como
Para	para
lo	lo
del	del
pleyto	pleito
,	,
la	la
qual	cual
se	se
servira	servirá
vmd	VM
Consultar	consultar
con	con
el	el
Amigo	amigo
Dn	don
Ambroçio	Ambrosio
	;
y	y
siguiremos	seguiremos
el	el
norte	norte
q	que
el	él
dijerê	dijere
,	--
en	en
todo	todo

y	Y
con	con
esto	esto
dios	Dios
guarde	guarde
A	a
VMd	VM
los	los
años	años
de	de
mi	mi
deseo	deseo
y	y
me	me
mande	mande
en	en
que	que
le	le
sirva	sirva
	,
que	que
ya	ya
como	como
tengo	tengo
ubligazion	obligación

lo	Lo
mesmo	mismo
de	de
las	las
20	20
sacas	sacas
que	que
fue	fue
servido	servido
cargar	cargar
en	en
el	el
guerrero	guerrero
llegando	llegando
en	en
salvo	salvo
,	,
que	que
nuestro	Nuestro
señor	Señor
conceda	conceda
,	,
esperando	esperando
tendran	tendrán
mejor	mejor
despacho	despacho
que	que
las	las
otras	otras

hallo	Hallo
que	que
Vm	VM
tiene	tiene
muchissima	muchísima
razon	razón
,	,
y	y
la	la
sobra	sobra
,	,
porq	porque
Vm	VM
no	no
tiene	tiene
obligazion	obligación
alguna	alguna
de	de
criar	criar
los	los
hijos	hijos
axenos	ajenos
en	en
Valde	balde

cotonias	Cotonías
son	son
tan	tan
escassas	escasas
que	que
no	no
las	las
ay	hay
agora	ahora

su	Su
pleiteante	pleiteante
de	de
vm	VM
se	sé
q	que
fue	fue
de	de
aqui	aquí
con	con
deseo	deseo
de	de
conçertarse	concertarse
con	con
vm	VM

en	En
quanto	cuanto
a	a
cobranças	cobranzas
no	no
digo	digo
mas	más
	,
sino	sino
que	que
por	por
no	no
le	le
dar	dar
paciones	pasiones
no	no
manifiesto	manifiesto
lo	lo
que	que
ay	hay
	,
que	que
bastan	bastan
las	las
que	que
en	en
essa	esa
parte	parte
yo	yo
tengo	tengo

los	Los
quartos	cuartos
q	que
estubieren	estuvieren
caidos	caídos
cobrarlos	cobrarlos
quanto	cuanto
antes	antes
se	se
Pudiere	pudiere

gde	Guarde
Nro	Nuestro
Sr	Señor
a	a
Vm	VM
largos	largos

no	No
me	me
espanto	espanto
que	que
por	por
aqui	aquí
pasemos	pasemos
lo	lo
mis	mismo
,	,
y	y
en	en
tal	tal
estremo	extremo
que	que
todavia	todavía
no	no
nos	nos
vistimos	vestimos
por	por
nuestras	nuestras
manos	manos
	:
son	son
mucho	mucho
trabajo	trabajo
y	y
dolores	dolores

Bien	Bien
esta	está
aquel	aquel
desdichado	desdichado
donde	donde
esta	está
,	,
q	que
le	le
han	han
hecho	hecho
mucho	mucho
fabor	favor
en	en
ello	ello
	:
haberlo	haberlo
alcabuciado	arcabuceado
,	--
como	como
merecen	merecen
sus	sus
delitos	delitos

vm	VM
me	me
encomendara	encomendará
mucho	mucho
a	a
mi	mi
Hermano	hermano
y	y
a	a
mis	mis
sobrinos	sobrinos
,	,
y	Y
el	el
que	que
la	la
pnte	presente
lleva	lleva
a	ha
visto	visto
la	la
hixa	hija
de	de
vm	VM
y	y
le	le
dara	dará
mejor	mejor
cuenta	cuenta
a	a
vm	VM
que	que
no	no
a	a
mi	mí
d	de
ella	ella

le	Le
suppco	suplico
me	me
socorra	socorra
con	con
lo	lo
que	que
pudiere	pudiere
	,
que	que
an	han
sido	sido
tantos	tantos
mis	mis
trabajos	trabajos
y	y
tan	tan
grandes	grandes
quanto	cuanto
no	no
son	son
para	para
manifestar	manifestar
por	por
carta	carta
y	y
confiada	confiada

con	Con
esta	ésta
procure	procure
saber	saber
quien	quién
es	es
	,
que	que
io	yo
no	no
tengo	tengo
dado	dado
respuesta	respuesta
a	a
ninguna	ninguna

y	y
conçertar	concertar
lo	lo
que	que
esa	esa
moça	moza
no	no
save	sabe

An	Han
dicho	dicho
en	en
el	el
consso	consejo
que	que
no	no
importa	importa
que	que
el	el
juez	juez
de	de
los	los
montes	montes
aya	haya
dado	dado
por	por
buenas	buenas
las	las
bentas	ventas
que	que
se	se
an	han
echo	hecho
	,
que	que
bien	bien
les	les
consta	consta
a	a
aquellos	aquellos
Ses	señores
que	que
con	con
200	200
R	reales
le	le
tapan	tapan
la	la
boca	boca

yo	Yo
estoi	estoy
Bueno	bueno
	,
gracias	gracias
a	a
nro	Nuestro
Sor	Señor
	,
y	y
siempre	siempre
a	a
la	la
disposon	disposición
de	de
V	vuestra
R	reverenda

esta	Esta
Causa	causa
nunca	nunca
vmd	VM
me	me
la	la
Avisso	avisó
,	,
y	y
espero	espero
q	que
en	en
Respuesta	respuesta
de	de
esta	ésta
me	me
lo	lo
diga	diga
Clarito	clarito

aganlo	Háganlo
por	por
la	la
virje	Virgen
de	de
graçia	Gracia

una	Una
carta	carta
recibo	recibo
en	en
este	este
Convto	convento
de	de
Guadalaxara	Guadalajara
,	,
a	a
donde	donde
vine	vine
de	de
mi	mi
Provincia	provincia
de	de
Castilla	Castilla
la	la
vieja	Vieja

yo	Yo
respondo	respondo
en	en
dos	dos
palabras	palabras
a	a
la	la
sra	señora
	,
que	que
es	es
pidiendole	pidiéndole
me	me
mande	mande
avissar	avisar
donde	dónde
le	le
tengo	tengo
de	de
Rimitir	remitir
lo	lo
que	que
pudiere	pudiere
	,
que	que
la	la
pra	primera
carta	carta
que	que
me	me
escrivio	escribió
enpeçava	empezaba
:	:
	«
supuesto	Supuesto
que	que
no	no
conosco	conozco
a	a
vmd	VM
	,
sino	sino
para	para
servillo	servillo
Las	las
grandes	grandes
ynformaciones	informaciones
que	que
de	de
vmd	VM
me	me
an	han
dado	dado
de	de
quien	quien
es	es

de	De
aqui	aquí
adelante	adelante
	,
Verdad	verdad
,	--
y	y
cariño	cariño
,	--
y	y
secreto	secreto
es	es
lo	lo
q	que
te	te
Pido	pido
guardes	guardes
conmigo	conmigo
	,
y	y
no	no
mas	más
	,
si	si
quieres	quieres
q	que
seamos	seamos
amigos	amigos

los	Los
cnps	cómplices
tambien	también
lo	lo
tienen	tienen
merecido	merecido
,	--
lo	lo
q	que
les	les
sucede	sucede
,	--
porq	porque
su	su
trato	trato
era	era
muy	muy
malo	malo
,	--
y	y
sospechoso	sospechoso

io	Yo
no	no
tengo	tengo
ninguno	ninguno
	,
que	que
tassadamente	tasadamente
avera	haberá
para	para
15	15
dias	días
para	para
el	el
puesto	puesto
	,
que	que
en	en
los	los
lugares	lugares
no	no
me	me
da	da
cuidado	cuidado
por	por
lo	lo
que	que
ellos	ellos
gastan	gastan

no	No
sirve	sirve
de	de
mas	más
a	a
vmd	VM
	,
gde	guarde
Dios	Dios
	...
	—
palabras	palabras
pocas	pocas
más	más
U	o
menos	menos
	—
Izabel	Isabel
Roiz	Rodríguez

Dios	Dios
gde	guarde
a	a
vm	VM
largos	largos
años	años
como	como
desseo	deseo

i	Y
no	no
degeis	dejéis
de	de
responderme	responderme
por	por
saver	saber
de	de
vuestra	vuestra
salud	salud
	,
que	que
el	el
portaDor	portador
es	es
seguro	seguro
i	y
io	yo
te	te
siento	siento
abra	habrá
otra	otra
ocasion	ocasión
de	de
que	que
nos	nos
Podamos	podamos
coresponder	corresponder
i	y
saver	saber
de	de
nuestra	nuestra
salud	salud

bien	Bien
estimare	estimaré
que	que
vengais	vengáis
por	por
aqa	acá
a	a
vernos	vernos
	,
coza	cosa
que	que
tanto	tanto
dezeyo	deseo

Lo	Lo
que	que
siento	siento
que	que
dicen	dicen
se	se
va	va
d	de
esta	ésta
su	Su
alteza	Alteza
	,
que	que
se	se
enpeçava	empezaba
agora	ahora
a	a
vender	vender
a	a
80	80
y	y
82	82
rs	reales
cada	cada
dia	día
	;
cosa	cosa
que	que
de	de
antes	antes
eran	eran
50	50
	,
no	no
mas	más

que	Que
a	a
no	no
ser	ser
tanta	tanta
la	la
neçecidad	necesidad
no	no
enfadara	enfadara
a	a
vmd	VM
	,
mas	mas
los	los
trabajos	trabajos
obligan	obligan
al	al
hombre	hombre
a	a
lo	lo
que	que
no	no
piensa	piensa

beo	Veo
te	te
allas	hallas
viudo	viudo
haze	hace
quatro	cuatro
anos	años
y	y
que	que
no	no
te	te
quedaron	quedaron
hixos	hijos
	,
que	que
las	las
dos	dos
guerfanas	huérfanas
es	es
muy	muy
buena	buena
obra	obra

ia	Ya
digo	digo
	:
benid	venid
a	a
san	San
anton	Antón
i	y
meteos	meteos
alli	allí
	,
q	que
io	yo
ire	iré
a	a
saber	saber
de	de
bos	vos

por	Por
no	no
cansar	cansar
a	a
Vmd	VM
con	con
otra	otra
que	que
de	de
qualqiera	cualquiera
manera	manera
estuviere	estuviere
su	su
persona	persona
de	--
de	de
Vmd	VM
como	como
merese	merece
	,
a	a
qien	quien
dios	Dios
gde	guarde
largos	largos
años	años
en	en
companhia	compañía
de	de
toda	toda
su	su
obigasion	obligación
y	y
le	le
de	dé
los	los
aumentos	aumentos
de	de
grasia	gracia
y	y
libre	libre
de	de
todo	todo
mal	mal

Conque	Conque
no	no
me	me
da	da
cuidado	cuidado
con	con
que	qué
esta	está

Ermano	Hermano
y	y
s	señor
mio	mío

,	--
y	Y
digo	digo
q	que
D	don
Pedro	Pedro
recibio	recibió
la	la
de	de
vmd	VM
	,
q	que
esta	está
bueno	bueno
,	--
menos	menos
de	de
su	su
achaq	achaque

entre	Entre
tanto	tanto
se	se
ajustan	ajustan
las	las
quentas	cuentas
y	y
se	se
pueda	pueda
dar	dar
a	a
cada	cada
uno	uno
lo	lo
que	que
fuere	fuere
suyo	suyo
	;
y	y
q	que
	,
en	en
el	el
Interin	ínterin
	,
que	que
se	se
nombravan	nombraban
contres	contadores
	,
se	se
juntasen	juntasen
los	los
Paps	papeles
de	de
cargo	cargo
y	y
dacta	data
para	para
que	que
	,
quanto	cuanto
antes	antes
	,
quedasse	quedase
todo	todo
desembarazado	desembarazado
y	y
Vm	VM
pueda	pueda
valerse	valerse
de	de
lo	lo
que	que
fuere	fuere
suyo	suyo

Y	Y
para	para
la	la
obligacion	obligación
que	que
e	he
de	de
hacer	hacer
son	son
sufiçientes	suficientes
aunque	aunque
fuera	fuera
mucho	mucho
mas	más

he	He
tardado	tardado
en	en
escribir	escribir
esta	ésta
por	por
floxedad	flojedad

y	y
ay	ahí
tenga	tenga
vsia	VSa
que	que
dar	dar
a	a
unos	unos
y	y
otros	otros
	,
pues	pues
lo	lo
mayor	mayor
se	se
queda	queda
para	para
quien	quien
tanbien	también
puede	puede
como	como
su	su
sia	señoría

y	Y
asi	así
me	me
pidieron	pidieron
dispusiesse	dispusiese
las	las
cosas	cosas
de	de
suerte	suerte
,	--
que	que
	,
guardando	guardando
las	las
atenciones	atenciones
,	--
que	que
segun	según
justicia	justicia
,	--
y	y
razon	razón
se	se
deven	deben
a	a
las	las
operaciones	operaciones
del	del
P	padre
Provincial	provincial
,	,
aplicase	aplicase
la	la
de	de
mi	mi
cuidado	cuidado
en	en
aliviar	aliviar
y	y
consolar	consolar
a	a
Ud	usted

al	Al
fin	fin
	,
cada	cada
uno	uno
da	da
lo	lo
que	que
tiene	tiene

como	Como
aca	acá
corre	corre
labios	labios
	,
sera	será
en	en
breve	breve
,	;
mas	más
nuestra	nuestra
opinion	opinión
es	es
que	que
	,
como	como
la	la
sasson	sazón
de	de
la	la
campaña	campaña
passa	pasa
que	que
no	no
sera	será
Este	este
año	año
yr	ir
	,
que	que
podran	podrán
navegar	navegar
los	los
Ostendeses	ostendeses

vmd	VM
veya	vea
si	si
los	los
a	ha
menester	menester
para	para
buscar	buscar
su	su
vida	vida

poniendo	Poniendo
los	los
ojos	ojos
en	en
otros	otros
que	que
por	por
estas	estas
partes	partes
an	han
salido	salido
	,
como	como
fue	fue
el	el
padre	padre
de	de
ese	ese
marcos	Marcos
Rs	Rodríguez
de	de
almeyda	Almeida
	,
que	que
murio	murió
vivo	vivo
n	en
esa	esa
siudad	ciudad
,	,
que	que
era	era
un	un
onbre	hombre
que	que
yo	yo
conozia	conocía
muy	muy
bien	bien
,	--
y	y
amigo	amigo
myo	mío
de	de
eleja	Eleja
	,
que	que
salio	salió
con	con
infinito	infinito
tromento	tormento
,	--
y	y
con	con
dies	diez
anos	años
de	de
pinitensia	penitencia
y	y
desterado	desterrado
por	por
