Effter	Efter
sig	sig
förklara	förklara
;	;
man	man
wille	ville
honom	honom
nu	nu
fast	fast
oskyldig	oskyldig
,	,
brottslig	brottslig
göra	göra
,	,
med	med
flera	flera
oanständiga	oanständiga
ord	ord
,	,
för	för
hwilka	vilka
han	han
behörigen	behörigen
tiltaltes	tilltalades
.	.
§	§
5	5
.	.
	
Målet	Målet
blef	blev
therföre	därför
nu	nu
til	till
nästa	nästa
Söndag	Söndag
up	upp
skutet	skjutet
för	för
att	att
få	få
de	de
ofwannämnda	ovannämnda
wittnen	vittnen
afhöra	avhöra
.	.
	
Boström	Boström
bad	bad
nu	nu
,	,
i	i
församblingens	församlingens
åhöro	åhöro
,	,
Jonas	Jonas
om	om
tilgifft	tillgift
,	,
låfwade	lovade
at	att
låta	låta
honom	honom
blifwa	bli
af	av
sig	sig
oförtalad	oförtalad
,	,
m.m.	m.m.
Jonas	Jonas
efftergaf	eftergav
sin	sin
talan	talan
widare	vidare
,	,
och	och
förliktes	förliktes
med	med
sin	sin
contrapart	kontrapart
.	.
	
Boströms	Boströms
Son	Son
Jonas	Jonas
,	,
tilstod	tillstod
icke	icke
alenast	allenast
at	att
han	han
warit	varit
drucken	drucken
,	,
utan	utan
berättade	berättade
äfwen	även
at	att
hans	hans
broder	broder
Anders	Anders
,	,
som	som
tjenar	tjänar
i	i
Björkwik	Björkwik
,	,
hade	hade
gifwit	givit
honom	honom
bränwin	brännvin
.	.
	
S.D.78	S.D.78
)	)
upwiste	uppvisade
bonden	bonden
Bengt	Bengt
Persson	Persson
i	i
Remmerö	Remmerö
och	och
Soldaten	Soldaten
Nils	Nils
Forssberg	Forssberg
,	,
3	3
st	st
nyklar	nycklar
,	,
2	2
af	av
träd	träd
och	och
en	en
gjord	gjord
som	som
en	en
dyrk	dyrk
,	,
dem	dem
Forsberg	Forsberg
tagit	tagit
uti	uti
sin	sin
huusmans	husmans
,	,
skomakarens	skomakarens
Eric	Eric
Perssons	Perssons
kista	kista
,	,
under	under
hans	hans
bortowarande	bortavarande
,	,
med	med
utlåtande	utlåtande
,	,
at	att
de	de
hade	hade
skomakaren	skomakaren
misstänkt	misstänkt
för	för
otrohet	otrohet
,	,
så	så
wida	vida
både	både
Bengt	Bengt
och	och
Forsberg	Forsberg
,	,
något	något
saknat	saknat
i	i
sina	sina
hus	hus
,	,
och	och
hade	hade
uti	uti
wittnes	vittnes
öfwerwaro	övervaro
,	,
låtit	låtit
försöka	försöka
besagde	besagda
nycklar	nycklar
,	,
som	som
passat	passat
wäl	väl
,	,
den	den
ena	ena
til	till
en	en
Bod	Bod
,	,
den	den
andra	andra
til	till
en	en
loga	loge
i	i
Remmerö	Remmerö
.	.
§	§
2	2
.	.
	
Uplästes	Upplästes
Protokollet	Protokollet
som	som
hållit	hållet
blef	blev
den	den
17	17
october	oktober
sistledit	sistlidet
år	år
,	,
som	som
til	till
alla	alla
delar	delar
widkändes	vidkändes
och	och
underskrefs	underskrevs
.	.
§	§
2	2
.	.
	
Fölljande	Följande
Sexmän	Sexmän
anhöllo	anhöll
om	om
förlof	förlov
:	:
	
Februarii	Februari
innewarande	innevarande
år	år
angående	angående
SockneScholors	SockenSkolors
inrättande	inrättande
hwaröfwer	varöver
Consistorium	Konsistorium
infordrat	infordrat
Prästerskapets	Prästerskapets
utlåtande	utlåtande
i	i
Stiftet	Stiftet
,	,
m.m.	m.m.
uti	uti
dess	dess
circulaire	cirkulär
skriwelse	skrivelse
,	,
af	av
d(en	den
)	)
11	11
.	.
	
Församlingens	Församlingens
Ledamöter	Ledamöter
faststälde	fastställde
,	,
att	att
alla	alla
de	de
,	,
som	som
låna	låna
p(ennin)g(a)r	penningar
antingen	antingen
ur	ur
Kyrkans	Kyrkans
eller	eller
de	de
Fattigas	Fattigas
Cassor	Kassor
,	,
böra	böra
hädanefter	hädanefter
ärlägga	erlägga
Interessen	Intressen
derföre	därför
hwar	var
gång	gång
MichelmässoSochnestämma	MickelmässoSockenstämma
holles	hålls
,	,
hälst	helst
man	man
trodde	trodde
,	,
att	att
bättre	bättre
tilgång	tillgång
kan	kan
gifwas	givas
på	på
p(ennin)g(a)r	penningar
om	om
hösten	hösten
,	,
än	än
om	om
wåhrtiden	vårtiden
.	.
§	§
6	6
.	.
	
Men	Men
som	som
pantsilfret	pantsilvret
bestående	bestående
af	av
3:ne	3:ne
silfwerkoppar	silverkoppar
,	,
1783	1783
uti	uti
augusti	augusti
månad	månad
blifwit	blivit
bortstulne	bortstulna
,	,
så	så
frågade	frågade
Pastor	Pastor
församl	församl
:	:
n	n
hwad	vad
utwägar	utvägar
skulle	skulle
tagas	tagas
,	,
för	för
at	att
holla	hålla
både	både
Cassan	Kassan
och	och
lånetagare	låntagare
skadeslöse	skadelösa
?	?
	
Pastor	Pastor
lät	lät
församl	församl
:	:
n	n
weta	veta
,	,
at	att
han	han
,	,
i	i
kyrkowärdarnas	kyrkovärdarnas
och	och
fattigföreståndares	fattigföreståndares
närwaro	närvaro
,	,
räknat	räknat
de	de
contante	kontanta
p(ennin)g(a)r	penningar
i	i
Cassorna	Kassorna
och	och
funnit	funnit
dem	dem
wara	vara
alldeles	alldeles
efter	efter
de	de
nu	nu
upläsne	upplästa
räkningarna	räkningarna
,	,
så	så
at	att
Nådårs	Nådårs
Pred(ikanten	Predikanten
)	)
Mag:r	Mag:r
Herr	Herr
redric	redric
Tiselius	Tiselius
redeligen	redeligen
förwaltat	förvaltat
och	och
från	från
sig	sig
lämnat	lämnat
Cassorna	Kassorna
,	,
hwarföre	varför
Pastor	Pastor
å	å
församlingens	församlingens
wägnar	vägnar
honom	honom
betackade	betackade
.	.
§	§
10	10
.	.
	
Det	Det
berättas	berättas
,	,
at	att
Orgelwärcket	Orgelverket
,	,
efter	efter
dess	dess
upsättjande	uppsättande
,	,
aldrig	aldrig
blifwit	blivit
rengjordt	rengjort
,	,
och	och
derföre	därför
frågade	frågade
Pastor	Pastor
,	,
om	om
icke	icke
församl	församl
:	:
n	n
wille	ville
anmoda	anmoda
Herr	Herr
OrgelByggaren	OrgelByggaren
,	,
som	som
kommer	kommer
til	till
Västra	Västra
Vingåker	Vingåker
i	i
sommar	sommar
,	,
att	att
rengöra	rengöra
detsamma	detsamma
,	,
samt	samt
,	,
om	om
sig	sig
göra	göra
låter	låter
,	,
at	att
äfwen	även
göra	göra
de	de
stämmor	stämmor
lindrigare	lindrigare
,	,
som	som
nu	nu
tyckas	tyckas
wara	vara
för	för
stränga	stränga
och	och
starcke	starka
,	,
i	i
anseende	anseende
til	till
kyrkan	kyrkan
?	?
hwilcket	vilket
blef	blev
lofwat	lovat
.	.
§	§
16	16
.	.
	
Pastor	Pastor
anmälte	anmälde
,	,
att	att
i	i
ansende	anseende
til	till
den	den
stora	stora
bristen	bristen
på	på
brödfödan	brödfödan
för	för
den	den
arbetande	arbetande
menigheten	menigheten
i	i
Sochnen	Socknen
,	,
har	har
församhs	församlingens
Patron	Patron
Wälborne	Välborne
Herr	Herr
Ryttmästaren	Ryttmästaren
och	och
Riddaren	Riddaren
Hildebrand	Hildebrand
,	,
warit	varit
sinnad	sinnad
,	,
att	att
låta	låta
dagswerkare	dagsverkare
wid	vid
kyrkotakets	kyrkotakets
täckande	täckande
få	få
en	en
liten	liten
dagsp(en)g	dagspeng
ur	ur
kyrkans	kyrkans
cassa	kassa
;	;
men	men
wid	vid
närmare	närmare
öfwerwäga(n)de	övervägande
har	har
Högbem:te	Högbem:te
Patron	Patron
funnit	funnit
cassan	kassan
så	så
swag	svag
,	,
att	att
den	den
icke	icke
mägtar	mäktar
bestrida	bestrida
utgifterna	utgifterna
för	för
Spån	Spån
och	och
Spik	Spik
och	och
afbetalningen	avbetalningen
till	till
Byggmästaren	Byggmästaren
.	.
	
Såsom	Såsom
ock	ock
församl	församl
:	:
n	n
warnades	varnades
,	,
at	att
hysa	hysa
och	och
gifwa	giva
något	något
åt	åt
de	de
så	så
kallade	kallade
häktmakare	häktmakare
och	och
dylika	dylika
.	.
§	§
31	31
.	.
	
Lind	Lind
,	,
at	att
benäget	benäget
besörja	besörja
om	om
dessa	dessa
järnplåtars	järnplåtars
förfärdigande	förfärdigande
och	och
om	om
oljans	oljans
förskaffande	förskaffande
;	;
hwilket	vilket
lofwades	lovades
.	.
2:o	2:o
.	.
	
Sochnemännen	Sockenmännen
Pär	Pär
i	i
Harstorp	Harstorp
betalte	betalade
nu	nu
sin	sin
skuld	skuld
med	med
räntan	räntan
til	till
kyrkocassan	kyrkokassan
.	.
	
Församl	Församl
:	:
n	n
beslöt	beslöt
,	,
att	att
gl.	gl.
Pigan	Pigan
Kerstin	Kerstin
i	i
Tyblenäs	Tyblenäs
skulle	skulle
få	få
intaga	intaga
det	det
lediga	lediga
rummet	rummet
i	i
fattgstugan	fattgstugan
.	.
§	§
8	8
.	.
	
Lind	Lind
trodde	trodde
,	,
det	det
hans	hans
Herre	Herre
icke	icke
heller	heller
skulle	skulle
wara	vara
deremot	däremot
.	.
	
Uppläst	Uppläst
och	och
till	till
alla	alla
delar	delar
widkänt	vidkänt
,	,
betyga	betyga
Johan	Johan
Lind	Lind
P	P
.	.
Diuhlstedt	Diuhlstedt
Peter	Peter
Petersson	Petersson
i	i
Brenäs	Brenäs
Jonas	Jonas
Jonsson	Jonsson
i	i
Trolldal	Trolldal
nämndeman	nämndeman
Bängt	Bängt
Pärsson	Pärsson
i	i
Remröd	Remröd
Sexmän	Sexmän
År	År
1785	1785
den	den
8	8
Maij	Maj
,	,
efter	efter
wanlig	vanlig
pålysning	pålysning
,	,
blef	blev
allmän	allmän
Wallborgsmässo	Valborgsmässo
Sochenstämma	Sockenstämma
hollen	hållen
med	med
St.	St.
Malms	Malms
församl	församl
.	.
,	,
i	i
närwaro	närvaro
af	av
wanlige	vanliga
Herrskapernas	Herrskapens
Betjenter	Betjänter
och	och
Sochnemän	Sockenmän
,	,
på	på
fölljande	följande
wis	vis
:	:
§	§
1	1
.	.
	
Till	Till
takfotens	takfotens
bestrykande	bestrykande
på	på
kyrkan	kyrkan
i	i
sommar	sommar
föreslog	föreslog
klockaren	klockaren
och	och
målaren	målaren
Nyhlin	Nyhlin
,	,
utom	utom
det	det
förråd	förråd
kyrkan	kyrkan
deraf	därav
äger	äger
förut	förut
,	,
ännu	ännu
3	3
kannor	kannor
olja	olja
och	och
IV2	IV2
pund	pund
blyhwitt	blivit
,	,
hwarwid	varvid
församl:s	församl:s
Inwånare	Invånare
ärhindrade	erinrade
,	,
att	att
då	då
skulle	skulle
efwen	även
muras	muras
under	under
fjärbräderna	fjärbräderna
på	på
wästra	västra
gafwelen	gaveln
.	.
§	§
4	4
.	.
	
Föregående	Föregående
2:ne	2:ne
Protocoller	Protokoll
erkjännas	erkännas
till	till
alla	alla
delar	delar
betyga	betyga
Gerhard	Gerhard
Lind	Lind
P	P
.	.
Djuhlstedt	Djuhlstedt
Erik	Erik
Andersson	Andersson
i	i
Mogetorp	Mogetorp
Jonas	Jonas
Olsson	Olsson
i	i
Walla	Walla
Sexmän	Sexmän
Peter	Peter
Petersson	Petersson
i	i
Brenäs	Brenäs
nämndeman	nämndeman
År	År
1786	1786
d	d
.	.
25	25
Maij	Maj
,	,
efter	efter
förut	förut
skedd	skedd
tillräckelig	tillräcklig
pålysning	pålysning
,	,
blef	blev
ordentel.	ordentl.
Wallborgsmässo	Valborgsmässo
Sochnestämma	Sockenstämma
med	med
St.	St.
Malms	Malms
församl	församl
.	.
hollen	hållen
,	,
i	i
närwaro	närvaro
,	,
å	å
wälborne	välborne
Herr	Herr
Patroni	Patroni
wägnar	vägnar
,	,
af	av
Brukslnspectoren	Bruksinspektorn
Herr	Herr
Gerhard	Gerhard
Lind	Lind
,	,
å	å
St.	St.
Djulö	Djulö
respective	respektive
ägare	ägare
,	,
af	av
frälse	frälse
Befall	Befall
.	.
	
Församlingen	Församlingen
anmodade	anmodade
Sexman	Sexman
i	i
Valla	Valla
,	,
att	att
detta	detta
arbete	arbete
om	om
mondag	måndag
sig	sig
åtaga	åtaga
och	och
begynna	begynna
,	,
hwilket	vilket
lofwades	lovades
,	,
och	och
Sexman	Sexman
i	i
Stensjö	Stensjö
fick	fick
tillsägelse	tillsägelse
att	att
dertill	därtill
bestyra	bestyra
om	om
sprängd	sprängd
stens	stens
framskaffande	framskaffande
,	,
som	som
fans	fanns
wid	vid
Brogtorp	Brogtorp
.	.
§	§
5	5
.	.
	
Pastor	Pastor
warnade	varnade
alla	alla
dem	dem
,	,
som	som
komma	komma
at	att
gräfwa	gräva
åt	åt
lik	lik
,	,
at	att
de	de
icke	icke
skola	skola
låta	låta
de	de
dödas	dödas
ben	ben
ligga	ligga
ofwan	ovan
jord	jord
,	,
som	som
kunna	kunna
blifwa	bli
upkastade	uppkastade
wid	vid
gräfningen	grävningen
,	,
utan	utan
,	,
så	så
snart	snart
ett	ett
lik	lik
är	är
nedsatt	nedsatt
och	och
jordfäst	jordfäst
,	,
böra	böra
dö	de
först	först
nedkasta	nedkasta
de	de
upgrafne	uppgrävna
ben	ben
och	och
hufwudskallar	huvudskallar
och	och
sedan	sedan
mullen	mullen
derpå	därpå
.	.
§	§
7	7
.	.
	
Wid	Vid
sista	sista
Prästmötet	Prästmötet
afgordes	avgjordes
,	,
at	att
när	när
communion	kommunion
holles	hålls
i	i
en	en
kyrka	kyrka
,	,
så	så
skall	skall
hela	hela
församl	församl
:	:
n	n
stå	stå
uppe	uppe
,	,
medan	medan
communion	kommunion
påstår	påstår
,	,
och	och
kyrkodörrarne	kyrkodörrarna
skola	skola
igenstängas	igenstängas
,	,
när	när
syndabekännelsen	syndabekännelsen
läses	läses
och	och
de	de
allmenna	allmänna
skriftermålen	skriftermålen
hollas	hållas
,	,
på	på
det	det
deras	deras
andakt	andakt
,	,
som	som
inne	inne
äro	är
,	,
ej	ej
må	må
störas	störas
av	av
de	de
inkommandes	inkommandes
buller	buller
.	.
:	:
hwilket	vilket
Pastor	Pastor
nu	nu
kungorde	kungorde
till	till
allas	allas
efterrättelse	efterrättelse
.	.
§	§
12	12
.	.
	
Ingen	Ingen
war	var
,	,
som	som
icke	icke
härtil	härtil
gaf	gav
sitt	sitt
samtycke	samtycke
och	och
bifall	bifall
,	,
utlofwandes	utlovandes
att	att
det	det
efterkomma	efterkomma
.	.
§	§
15	15
.	.
	
Men	Men
som	som
2	2
Sexmän	Sexmän
äro	är
på	på
Djula	Djula
gods	gods
,	,
hwilka	vilka
äga	äga
dagswerksfrihet	dagsverksfrihet
,	,
ty	ty
af	av
gå	gå
3A	3A
mantal	mantal
,	,
resten	resten
således	således
193	193
/	/
s	s
och	och
dagswerken	dagsverken
högst	högst
19	19
för	för
jämn	jämn
räkning	räkning
må	må
det	det
dock	dock
förbliva	förbli
vid	vid
20	20
dagswerken	dagsverken
uti	uti
hwart	vart
skof	skov
och	och
täcktes	täcktes
herr	herr
kyrkoherden	kyrkoherden
och	och
församin	församling
hwarje	varje
söndag	söndag
tillsäga	tillsäga
Sexm.	Sexm.
Jonas	Jonas
i	i
Trolldahl	Trolldahl
,	,
hwilka	vilka
dagar	dagar
Djula	Djula
gods	gods
bör	bör
sig	sig
infinna	infinna
i	i
Prästagn	Prästagn
.	.
	
Lind	Lind
,	,
Pastor	Pastor
tillsporde	tillsporde
Sexmännen	Sexmännen
,	,
hwarföre	varför
de	de
icke	icke
wille	ville
göra	göra
dagswerken	dagsverken
wid	vid
prästgårds	prästgårds
Byggnaden	Byggnaden
,	,
sedan	sedan
de	de
flera	flera
resor	resor
blifwit	blivit
tillsagda	tillsagda
derom	därom
,	,
hälst	helst
ingen	ingen
förordning	förordning
befriar	befriar
dem	dem
derifrån	därifrån
?	?
	
Maj:t	Maj:t
allernådigst	allernådigast
dem	dem
erbjudna	erbjudna
husbehofsbränningen	husbehovsbränningen
?	?
	
Maj:ts	Maj:ts
nådiga	nådiga
befallning	befallning
utfärdade	utfärdade
Kungörelser	Kungörelser
,	,
angående	angående
en	en
fri	fri
husbehofsbrännings	husbehovsbrännings
arrenderande	arrenderande
af	av
Socknens	Socknens
Innewånare	Invånare
,	,
får	får
jag	jag
härmed	härmed
förklara	förklara
det	det
jag	jag
för	för
de	de
af	av
mig	mig
i	i
Socknen	Socknen
ägande	ägande
Säterier	Säterier
,	,
med	med
dertill	därtill
lydande	lydande
rå-	rå-
och	och
rörshemman	rörscheman
,	,
så	så
wäl	väl
som	som
de	de
hemman	hemman
,	,
hwilka	vilka
jag	jag
har	har
under	under
nogat	noga
bruk	bruk
,	,
aldeles	alldeles
afsäger	avsäger
mig	mig
samma	samma
i	i
nåder	nåder
erbjudna	erbjudna
arrende	arrende
,	,
och	och
hwad	vad
mina	mina
i	i
Socknen	Socknen
belägne	belägna
frälsehemman	frälsehemman
som	som
af	av
bönder	bönder
brukas	brukas
,	,
angår	angår
,	,
så	så
må	må
det	det
ankomma	ankomma
på	på
åboarnes	åbornas
eget	eget
fria	fria
wahl	val
att	att
därutinnan	därutinnan
göra	göra
,	,
som	som
de	de
för	för
sig	sig
bäst	bäst
och	och
nyttigast	nyttigast
finna	finna
;	;
dock	dock
med	med
det	det
kraftiga	kraftiga
förbehöll	förbehåll
å	å
min	min
sida	sida
,	,
at	att
hwad	vad
de	de
härutinnan	härutinnan
gjöra	göra
eller	eller
låta	låta
,	,
aldrig	aldrig
annorl	annorl
.	.
må	må
anses	anses
än	än
såsom	såsom
en	en
deras	deras
egen	egen
personl	personl
.	.
förbindelse	förbindelse
som	som
med	med
mina	mina
hemman	hemman
ingen	ingen
gemenskap	gemenskap
äger	äger
,	,
och	och
för	för
hwars	vars
upfyllande	uppfyllande
samma	samma
hemman	hemman
hwarken	varken
nu	nu
eller	eller
i	i
tillkommande	tillkommande
tider	tider
kunna	kunna
häfta	häfta
;	;
äfwensom	ävensom
jag	jag
ock	ock
förbeholler	förbehåller
mig	mig
at	att
hos	hos
åboarna	åborna
och	och
uti	uti
dess	dess
ägendom	egendom
njuta	njuta
den	den
förmonsrätt	förmånsrätt
för	för
innestående	innestående
afrad	avrad
och	och
husröteandel	husröteandel
,	,
som	som
allmänna	allmänna
lagen	lagen
jordägare	jordägare
och	och
räntegifware	räntegivare
tillägger	tillägger
,	,
i	i
fall	fall
åboen	åbon
eller	eller
skattebonden	skattebonden
skulle	skulle
brista	brista
i	i
det	det
contract	kontrakt
han	han
med	med
Kongl.	Kungl.
Majt	Maj:t
och	och
Kronan	Kronan
ingår	ingår
.	.
	
Derefter	Därefter
tillspordes	tillspordes
skattebönderna	skattebönderna
,	,
hwad	vad
beslut	beslut
de	de
fattat	fattat
i	i
förewarande	förevarande
ämne	ämne
?	?
	
Efter	Efter
uppläsandet	uppläsandet
häraf	härav
begiärte	begärde
Befallningsmannen	Befallningsmannen
Djulstedt	Djulstedt
del	del
af	av
denna	denna
uträknig	uträknig
,	,
för	för
att	att
communicera	kommunicera
den	den
med	med
Cammarherren	Kammarherren
wälborne	välborne
Herr	Herr
C	C
.	.
Uggla	Uggla
;	;
hwilket	vilket
bifölls	bifölls
,	,
med	med
åståndan	åstundan
,	,
att	att
få	få
Hr	Hr
Cammarherrens	Kammarherrens
swar	svar
härpå	härpå
nästa	nästa
söndag	söndag
.	.
	
År	År
1787	1787
d	d
.	.
4	4
Nov	Nov
.	.
inkallades	inkallades
Socknens	Socknens
Innewånare	Invånare
i	i
Sockestugan	Sockenstugan
,	,
då	då
Pastor	Pastor
frågade	frågade
,	,
om	om
någon	någon
wore	vore
närwarande	närvarande
från	från
Djula	Djula
,	,
att	att
afgifwa	avgiva
swar	svar
,	,
angående	angående
den	den
i	i
dag	dag
8	8
dar	dar
sedan	sedan
upläst	uppläst
uträkningar	uträkningar
om	om
fönster	fönster
i	i
Prästegården	Prästgården
?	?
	
Nu	Nu
beslöts	beslöts
således	således
,	,
att	att
hwart	vart
matlag	matlag
skall	skall
i	i
stället	stället
för	för
6	6
gifwa	giva
8	8
runstycken	runstycken
.	.
	
Alm	Alm
och	och
hans	hans
hustru	hustru
framkommo	framkom
och	och
berättade	berättade
,	,
att	att
så	så
snart	snart
de	de
funno	fann
sin	sin
son	son
död	död
,	,
hafwa	har
de	de
bodat	budat
til	till
sig	sig
Bonden	Bonden
Pehr	Pehr
Pehrsson	Pehrsson
och	och
änkan	änkan
Kerstin	Kerstin
Simonsd:r	Simonsd:r
i	i
Kårtorp	Kårtorp
,	,
hwilka	vilka
straxt	strax
inställte	inställde
sig	sig
.	.
	
Som	Som
församhs	församlingens
Patronus	Patronus
,	,
Ryttmästaren	Ryttmästaren
och	och
Riddaren	Riddaren
wälborne	välborne
Hr	Hr
David	David
Hildebrand	Hildebrand
bifallit	bifallit
detta	detta
byte	byte
utan	utan
något	något
förbehöll	förbehåll
,	,
men	men
Cammarherren	Kammarherren
wälb.	välb.
Herr	Herr
Carl	Carl
Uggla	Uggla
samtykt	samtyckt
dertill	därtill
med	med
willkor	villkor
,	,
at	att
samma	samma
hus	hus
skulle	skulle
sälljas	säljas
på	på
auktion	auktion
;	;
så	så
frågade	frågade
Pastor	Pastor
,	,
om	om
församhs	församlingens
vilja	vilja
wore	vore
att	att
de	de
skulle	skulle
auctioneras	auktioneras
och	och
hwarpå	varpå
swarades	svarades
:	:
ja	ja
.	.
	
Boken	Boken
måtte	måtte
intagas	intagas
så	så
lydande	lydande
:	:
	
Till	Till
öfra	övre
Våningen	Våningen
:	:
9	9
tolfter	tolfter
plank	plank
til	till
golf	golv
ven	ven
å	å
24	24
d:r	d:r
12	12
Dito	Dito
bräder	bräder
til	till
panel	panel
å	å
14	14
d:r	d:r
6	6
dörrkarmar	dörrkarmar
å	å
9	9
d:r	d:r
6	6
dörrar	dörrar
å	å
18	18
d:r	d:r
13	13
St.	St.
fönsterkarmar	fönsterkarmar
å	å
12	12
d:r	d:r
52	52
St.	St.
fönsterbågar	fönsterbågar
å	å
IV2	IV2
d:r	d:r
52	52
St.	St.
fönster	fönster
fotpanelning	fotpanelning
i	i
5	5
rum	rum
å	å
12	12
d:r	d:r
6	6
par	par
dörrgångjern	dörrgångjärn
å	å
3	3
d:r	d:r
beslag	beslag
till	till
13	13
fönsterlufter	fönsterluckor
å	å
14	14
d:r	d:r
6	6
st.	st.
polerade	polerade
dörrlåsar	dörrlås
å	å
9	9
d:r	d:r
5	5
Segelgarn	Segelgarn
til	till
gipsningen	gipsningen
å	å
3	3
d:r	d:r
18	18
tjog	tjog
oskalad	oskalad
rön	rönn
til	till
taken	taken
å	å
6	6
d:r	d:r
13250	13250
St.	St.
gipsspik	gipsspik
å	å
9	9
d:r	d:r
Rummens	Rummens
hvitlimning	vitlimning
med	med
kosthollning	kosthållning
Snickare	Snickare
arbetat	arbetat
med	med
golf	golv
etc.	etc.
5	5
St.	St.
gröna	gröna
Kakelungnar	Kakelugnar
med	med
oppsättning	uppsättning
å	å
84	84
d:r	d:r
hemförseln	hemförseln
från	från
Nyköping	Nyköping
Kakelungnsmakares	Kakelugnsmakares
kost	kost
under	under
oppsättningen	uppsättningen
5	5
St.	St.
dubbla	dubbla
Kakelungsdörrar	Kakelugnsdörrar
å	å
24	24
d:r	d:r
5	5
St.	St.
Kakelungsfötter	Kakelugnsfötter
å	å
20	20
d:r	d:r
5	5
St.	St.
gjutne	gjutna
Spjäll	Spjäll
å	å
9	9
d:r	d:r
13	13
St.	St.
wattnbläck	vattenbläck
til	till
fönsterna	fönsterna
5	5
St.	St.
Kakelungspipor	Kakelugnspipor
af	av
plåtar	plåtar
Målaren	Målaren
för	för
dörrar	dörrar
och	och
dörrfoders	dörrfoders
med	med
fönsterkarmars	fönsterkarmars
och	och
bågars	bågars
samt	samt
wattnbläckens	vattenbläckens
öfwerstrykning	överstrykning
med	med
oljefärg	oljefärg
,	,
efter	efter
räkning	räkning
Till	Till
nedre	nedre
våningen	våningen
:	:
12	12
—	—
9	9
16	16
.	.
3	3
—	—
6	6
—	—
8	8
32	32
.	.
4	4
16	16
.	.
42	42
40	40
.	.
3	3
16	16
.	.
1	1
—	—
10	10
5	5
.	.
4	4
.	.
3	3
—	—
40	40
.	.
6	6
—	—
6	6
.30	.30
.	.
1	1
:	:
32	32
.	.
8	8
:	:
14	14
.	.
8	8
.	.
23:16	23:16
.	.
2:24	2:24
.	.
1:43	1:43
.	.
6:32	6:32
.	.
5:26	5:26
.	.
2:24	2:24
.	.
2:16	2:16
.	.
—	—
:	:
45	45
.	.
7	7
:	:
—	—
.	.
6	6
St.	St.
Ekbjelkar	Ekbjälkar
til	till
dörrkarmar	dörrkarmar
i	i
förstugan	förstugan
2:24	2:24
.	.
2	2
St.	St.
gröna	gröna
Kakelungnar	Kakelugnar
å	å
84	84
d:r	d:r
9:16	9:16
.	.
dessas	dessas
transport	transport
från	från
Nyköping	Nyköping
—	—
40	40
.	.
	
Pehr	Pehr
i	i
Smedstorp	Smedstorp
anmälte	anmälde
widare	vidare
,	,
at	att
drengens	drängens
tokige	tokiga
moder	moder
,	,
som	som
sitter	sitter
i	i
hus	hus
derstedes	därstädes
,	,
skall	skall
mycket	mycket
wara	vara
orsaken	orsaken
til	till
Sonens	Sonens
täta	täta
besök	besök
i	i
Smedstorp	Smedstorp
,	,
helst	helst
hon	hon
går	går
in	in
til	till
hospitalet	hospitalet
och	och
lockar	lockar
honom	honom
ut	ut
med	med
sig	sig
.	.
	
Med	Med
öfwerleggning	överläggning
af	av
detta	detta
ämnet	ämnet
upskjöt	uppsköt
församlingen	församlingen
til	till
en	en
annan	annan
gång	gång
.	.
6:o	6:o
Beslöts	Beslöts
,	,
att	att
gamla	gamla
Sochnestugutimret	Sockenstugetimret
skulle	skulle
nu	nu
i	i
weckan	veckan
sönderhuggas	sönderhuggas
åt	åt
de	de
fattige	fattiga
til	till
wed	ved
af	av
dem	dem
,	,
som	som
annars	annars
woro	vore
i	i
ordning	ordning
,	,
at	att
til	till
fattighuset	fattighuset
framskaffa	framskaffa
wed	ved
.	.
7:o	7:o
Bifölls	Bifölls
,	,
att	att
til	till
eldning	eldning
i	i
Sochnestugan	Sockenstugan
om	om
Söndagsmornarne	Söndagsmorgnarna
wintertiden	vintertiden
böra	böra
årligen	årligen
